title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
Air India to introduce premium economy class in certain long haul flights next month: CEO & MD Campbell Wilson | The Financial Express,https://www.financialexpress.com/industry/air-india-to-introduce-premium-economy-class-in-certain-long-haul-flights-next-month-ceo-amp-md-campbell-wilson/2855858/,Air India to introduce premium economy class in certain long haul flights next month: CEO & MD Campbell Wilson The Financial Express ...,0.235396,Somewhat-Bullish,,-0.017917,Neutral,20221119T080317
737 MAX crash victim families press U.S. on Boeing settlement,https://www.reuters.com/business/aerospace-defense/737-max-crash-victim-families-press-us-boeing-settlement-2022-11-18/,"[1/2] Family members hold photographs of Boeing 737 MAX crash victims lost in two deadly 737 MAX crashes that killed 346 people as they wait for Boeing CEO Dennis Muilenburg to testify before a Senate Commerce, Science and Transportation Committee hearing on ""aviation safety"" and the grounded ...",-0.263051,Somewhat-Bearish,,-0.460987,Bearish,20221119T000100
Lockheed Martin  ( LMT )  Wins Deal to Aid PAC-3 Missiles Program,https://www.zacks.com/stock/news/2020085/lockheed-martin-lmt-wins-deal-to-aid-pac-3-missiles-program,Lockheed (LMT) wins deal to provide highly specialized technical support for the PAC-3 Missile Field Surveillance Program and missile post-production activities ...,0.344999,Somewhat-Bullish,,0.246439,Somewhat-Bullish,20221118T175200
Aerospace suppliers flag cash flow warning as jet production hits turbulence,https://www.reuters.com/business/aerospace-defense/aerospace-suppliers-flag-cash-flow-warning-jet-production-hits-turbulence-2022-11-18/,Nov 18 ( Reuters ) - Aerospace suppliers are staring at the prospect of dwindling cash flow as they struggle with excess inventory due to production challenges at top planemakers Boeing Co ( BA.N ) and Airbus SE ( AIR.PA ) .,-0.164678,Somewhat-Bearish,,0.046015,Neutral,20221118T163900
"China meets with US firms as it seeks to restore confidence, boost growth",https://www.scmp.com/economy/china-economy/article/3200133/china-meets-us-firms-including-exxonmobil-boeing-and-cargill-it-seeks-restore-market-confidence,"China's top economic planning agency met with US multinationals including ExxonMobil, Boeing, Cargill and Emerson Electric this week, signalling it is eager restore market confidence after the 20th party congress.",0.103939,Neutral,,0.0,Neutral,20221118T160013
"Three Months Wait Time For Twitter Blue Mark Verification, Zuckerberg's WhatsApp And Metaverse Plans, China's COVID-19 Measures Hurt Alibaba's Biggest Event: Top Stories Friday, Nov. 18 - Apple  ( NASDAQ:AAPL ) , Adobe  ( NASDAQ:ADBE ) ",https://www.benzinga.com/general/biotech/22/11/29783952/three-months-wait-time-for-twitter-blue-mark-verification-zuckerbergs-whatsapp-and-metaverse-plan,"There are mounting concerns over the stability of Twitter's platform after hundreds of employees chose to exit the company instead of agreeing to work ""long hours at high intensity.""",0.068947,Neutral,,0.084854,Neutral,20221118T135936
Boeing Is Taking Action to Fix Its Defense Business,https://www.barrons.com/articles/boeing-reorganize-defense-business-51668778840,"Boeing is taking dramatic action to fix a business unit that has seen mounting struggles in recent quarters. It isn't about the Commercial Airplanes unit, which produces 737 MAX and 787 jets among other planes and has had its own significant problems in recent years.",-0.161977,Somewhat-Bearish,,-0.463201,Bearish,20221118T134400
"EnoughTea Foundation and Maltin on Movies' Ukraine FilmFest Launches in LA and London, with Hedera Minted NFT Auction Aiming to Raise Funds for Ukrainian Citizens",https://www.benzinga.com/pressreleases/22/11/n29783082/enoughtea-foundation-and-maltin-on-movies-ukraine-filmfest-launches-in-la-and-london-with-hedera-m,"Supported by EnoughTea, Hedera, Maltin on Movies, and the Ministry of Digital Transformation of Ukraine, the film festival launches as part of President Volodymyr Zelenskyy's UNITED24 initiative",0.315148,Somewhat-Bullish,,0.0825,Neutral,20221118T130100
Boeing Consolidates Defense Unit To Simplify Integration and Collaboration - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/large-cap/22/11/29781609/boeing-consolidates-defense-unit-to-simplify-integration-and-collaboration,"Boeing Co BA has announced consolidating its struggling Defense, Space & Security Business ( BDS ) Unit. These changes build upon the consolidation of Manufacturing & Safety, Total Quality, Supply Chain and Program Management, and the appointment of Steve Parker as BDS's chief operating officer.",0.019263,Neutral,,0.141256,Neutral,20221118T120327
"Thursday, November 17. Russia's War On Ukraine: Daily News And Information From Ukraine",https://www.forbes.com/sites/katyasoldak/2022/11/17/thursday-november-17-russias-war-on-ukraine-daily-news-and-information-from-ukraine/,Dispatches from Ukraine. Day 267.,-0.26967,Somewhat-Bearish,,-0.13334,Neutral,20221117T225809
Boeing Replaces Space Chief as Defense Unit Looks to Stem Losses,https://www.wsj.com/articles/boeing-replaces-space-chief-as-defense-unit-looks-to-stem-losses-11668711749,The personnel change is part of a broader restructuring aimed at reversing losses at the aerospace company's defense unit.,0.154659,Somewhat-Bullish,,0.07751,Neutral,20221117T191100
"Boeing reorganizes defense, space & security business unit",https://www.reuters.com/business/aerospace-defense/boeing-reorganizes-defense-space-security-business-unit-2022-11-17/,Nov 17 ( Reuters ) - Boeing Co ( BA.N ) said on Thursday that it will consolidate the planemaker's troubled defence unit into four units from eight and announced a series of executive leadership changes.,0.031035,Neutral,,-0.120188,Neutral,20221117T191000
FAA does not expect to certify Boeing 737 MAX 7 before end of year,https://www.reuters.com/business/aerospace-defense/faa-does-not-expect-certify-boeing-737-max-7-before-end-year-2022-11-17/,"WASHINGTON, Nov 17 ( Reuters ) - The acting head of the Federal Aviation Administration ( FAA ) said Thursday he does not expect the agency will certify the Boeing ( BA.N ) 737 MAX 7 before a key deadline at the end of the year.",0.031018,Neutral,,0.113011,Neutral,20221117T190100
"Boeing Reorganizes Defense, Space & Security Business Unit",https://www.prnewswire.com/news-releases/boeing-reorganizes-defense-space--security-business-unit-301682027.html,"ARLINGTON, Va., Nov. 17, 2022 /PRNewswire/ -- Boeing [NYSE: BA] today announced a series of executive leadership changes and reorganizations aimed at accelerating operational discipline, first-time quality and performance while streamlining senior leadership roles and responsibilities.",0.254063,Somewhat-Bullish,,0.387523,Bullish,20221117T190000
"Copa Holdings  ( CPA )  Q3 Earnings Beat Estimates, Rise Y/Y",https://www.zacks.com/stock/news/2019487/copa-holdings-cpa-q3-earnings-beat-estimates-rise-yy,Copa Holdings (CPA) third-quarter 2022 revenues benefit from growth across Passenger revenues.,0.130107,Neutral,,0.0,Neutral,20221117T160100
Lockheed  ( LMT )  Secures Contract to Support CH-53K Aircraft,https://www.zacks.com/stock/news/2019426/lockheed-lmt-secures-contract-to-support-ch-53k-aircraft,"Lockheed (LMT) is going to provide non-recurring engineering, supplies and support necessary for the low-rate initial production Lot 1 deployable configuration updates for the CH-53K aircraft.",0.287387,Somewhat-Bullish,,0.284842,Somewhat-Bullish,20221117T145600
"Dutch court convicts three MH17 suspects, acquits one",https://www.aljazeera.com/news/2022/11/17/dutch-court-convicts-three-mh17-suspects-acquits-one,"Eight years after all 298 on board died, two Russians and one Ukrainian are sentenced to life in prison for murder. A court in the Netherlands has found three men guilty over the downing of Malaysia Airlines flight MH17, which was shot down over Ukraine in 2014 killing all 298 people on board.",-0.20282,Somewhat-Bearish,,0.043,Neutral,20221117T143637
LMT: 1 Air Defense Stock to Buy Instead of Boeing,https://stocknews.com/news/lmt-txt-gd-wlfc-1-air-defense-stock-to-buy-instead-of-boeing/,"The war between Ukraine and Russia and the tensions over Taiwan have enhanced the focus of many countries on their defense spending. The demand for American-made artillery, firearms, aircraft, explosives, and vehicles has surged significantly.",0.184625,Somewhat-Bullish,,0.097981,Neutral,20221117T141728
The Boeing Company  ( BA )  Is a Trending Stock: Facts to Know Before Betting on It,https://www.zacks.com/stock/news/2019332/the-boeing-company-ba-is-a-trending-stock-facts-to-know-before-betting-on-it,"Boeing (BA) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",0.228809,Somewhat-Bullish,,0.143429,Neutral,20221117T140013
Should You Invest in the iShares U.S. Aerospace & Defense ETF  ( ITA ) ?,https://www.zacks.com/stock/news/2019215/should-you-invest-in-the-ishares-us-aerospace-defense-etf-ita,Sector ETF report for ITA ...,0.189328,Somewhat-Bullish,,0.070609,Neutral,20221117T112006
MH17 judgment day: Verdicts due against 4 suspects at trial,https://apnews.com/article/russia-ukraine-business-kuala-lumpur-malaysia-netherlands-099084a82b49b77b116878e24fc63a18,"SCHIPHOL, Netherlands ( AP ) - A Dutch court is passing judgment Thursday on three Russians and a Ukrainian charged in the downing of Malaysia Airlines flight MH17 over Ukraine and the deaths of all 298 passengers and crew on board.",-0.105771,Neutral,,-0.053036,Neutral,20221117T101649
"8 years later, Dutch judges to pass verdicts in MH17 trial",https://apnews.com/article/russia-ukraine-business-kuala-lumpur-malaysia-netherlands-64392c938a858cbc4df8f0dde826e2f7,"THE HAGUE, Netherlands ( AP ) - Dutch judges are set to deliver their verdict Thursday in the trial in absentia of three Russians and a Ukrainian over their alleged roles in the 2014 downing of a Malaysia Airlines passenger jet and the deaths of all 298 people on board.",-0.145776,Neutral,,-0.068574,Neutral,20221116T183017
Air Lease  ( AL )  Benefits From Fleet Growth Amid Rising Costs,https://www.zacks.com/stock/news/2019000/air-lease-al-benefits-from-fleet-growth-amid-rising-costs,"While constant growth in the company's fleet is aiding Air Lease (AL), rising operating expenses might weigh on its bottom line.",0.245919,Somewhat-Bullish,,-0.00301,Neutral,20221116T161400
Tencent's Q3 Largely Beats While Gifting Meituan Shares To Shareholders,https://www.forbes.com/sites/brendanahern/2022/11/16/tencents-q3-largely-beats-while-gifting-meituan-shares-to-shareholders/,Asian equity markets posted small losses except for India which managed a small gain.,0.158466,Somewhat-Bullish,,0.08,Neutral,20221116T154157
Raytheon  ( RTX )  Secures Deal to Support RAM 2B Guided Missile,https://www.zacks.com/stock/news/2018798/raytheon-rtx-secures-deal-to-support-ram-2b-guided-missile,Raytheon (RTX) is going to procure Rolling Airframe Missile (RAM) Block 2B guided missile round pack requirements for Germany.,0.326062,Somewhat-Bullish,,0.193599,Somewhat-Bullish,20221116T134700
Lockheed Martin  ( LMT )  Wins Contract for UH-60M Black Hawk,https://www.zacks.com/stock/news/2018754/lockheed-martin-lmt-wins-contract-for-uh-60m-black-hawk,Lockheed Martin (LMT) clinches a $98.9 million contract for the UH-60M Black Hawk aircraft.,0.325921,Somewhat-Bullish,,0.357492,Bullish,20221116T132500
Iran Is Once Again Using Its Civilian Airliners To Ferry Arms,https://www.forbes.com/sites/pauliddon/2022/11/16/iran-is-once-again-using-its-civilian-airliners-to-ferry-arms/,This is merely the latest example of Iran using these aged aircraft to transport armaments and military personnel.,-0.123498,Neutral,,-0.041984,Neutral,20221116T130000
Looking At Boeing's Recent Unusual Options Activity - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/markets/options/22/11/29736364/looking-at-boeings-recent-unusual-options-activity,"A whale with a lot of money to spend has taken a noticeably bearish stance on Boeing. Looking at options history for Boeing BA we detected 65 strange trades. If we consider the specifics of each trade, it is accurate to state that 38% of the investors opened trades with bullish expectations and ...",0.160849,Somewhat-Bullish,,0.05803,Neutral,20221115T200907
U.S. aviation sector calls for 5G wireless deadline extension,https://www.reuters.com/business/aerospace-defense/us-aviation-industry-urges-extension-5g-c-band-deadline-2022-11-15/,"[1/4] A Southwest commercial aircraft flies near a cell phone tower as it approaches to land at John Wayne Airport in Santa Ana, California U.S. January 18, 2022 . REUTERS/Mike Blake/File Photo",-0.105271,Neutral,,0.031484,Neutral,20221115T182600
"Monlove, Kennedy Space Center Visitor Complex and Peanuts Worldwide Announce the Creation of All Systems Are Go, an Educational Experience at Kennedy Space Center Visitor Complex's Universe Theater Opening Spring 2023",https://www.benzinga.com/pressreleases/22/11/n29732044/monlove-kennedy-space-center-visitor-complex-and-peanuts-worldwide-announce-the-creation-of-all-sy,"All Systems Are Go Features NASA's Iconic Accomplishments, Peanuts Characters, Puppetry Art, Music, Video and Cutting-Edge Technology",0.276568,Somewhat-Bullish,,0.065799,Neutral,20221115T161500
3 Top Industrial Stocks to Buy in November,https://www.fool.com/investing/2022/11/15/3-top-industrial-stocks-to-buy-in-november/,These stocks have crushed the market in 2022 and look likely to continue.,0.346509,Somewhat-Bullish,,0.152712,Somewhat-Bullish,20221115T143700
Air Canada Announces Bolloré Logistics as First Cargo Customer to Join Leave Less Travel Program,https://www.newswire.ca/news-releases/air-canada-announces-bollore-logistics-as-first-cargo-customer-to-join-leave-less-travel-program-886933348.html,"• Bolloré Logistics to purchase 620,000 litres of SAF, enabling them to reduce their Scope 3 GHG emissions.",0.324756,Somewhat-Bullish,,0.119833,Neutral,20221115T130000
"Embraer  ( ERJ )  Q3 Earnings Lag Estimates, Revenues Fall Y/Y",https://www.zacks.com/stock/news/2018252/embraer-erj-q3-earnings-lag-estimates-revenues-fall-yy,Embraer's (ERJ) Q3 2022 adjusted earnings of 13 cents per ADS miss the Zacks Consensus Estimate of 15 cents per ADS.,0.021335,Neutral,,-0.156116,Somewhat-Bearish,20221115T120600
Jim Cramer Lists 6 'Cyclical Smokestack' Stocks Worth Owning: 'Customers Have No Choice But To Turn To Them' - Vanguard Industrials ETF  ( ARCA:VIS ) ,https://www.benzinga.com/trading-ideas/long-ideas/22/11/29720820/jim-cramer-lists-6-cyclical-smokestack-stocks-worth-owning-customers-have-no-choice-but-,"The equity market is beginning to see a ""fits-and-starts"" recovery amid hopes that the Federal Reserve may soon start to pivot or at least pause in light of a thaw down in inflationary pressure.",0.142818,Neutral,,0.169827,Somewhat-Bullish,20221115T115725
Jim Cramer says these 6 cyclical 'smokestack' stocks may be worth owning,https://www.cnbc.com/2022/11/14/jim-cramer-says-these-6-cyclical-smokestack-stocks-may-be-worth-owning.html,"Conventional wisdom suggests that investors should avoid cyclical names in a recessionary environment, but some factors may be pushing these stocks higher.",0.161942,Somewhat-Bullish,,0.152704,Somewhat-Bullish,20221114T234514
Carpenter Technology to Increase Base Prices on Specialty Alloy Portfolio - Carpenter Tech  ( NYSE:CRS ) ,https://www.benzinga.com/pressreleases/22/11/g29717730/carpenter-technology-to-increase-base-prices-on-specialty-alloy-portfolio,"PHILADELPHIA, Nov. 14, 2022 ( GLOBE NEWSWIRE ) -- Carpenter Technology Corporation CRS announced today that it will increase base prices by an average of seven percent ( 7% ) to twelve percent ( 12% ) on new, non-contract orders across the majority of its premium products.",0.190309,Somewhat-Bullish,,0.077967,Neutral,20221114T225611
Carpenter Technology to Increase Base Prices on Specialty Alloy Portfolio,https://www.globenewswire.com/news-release/2022/11/14/2555588/0/en/Carpenter-Technology-to-Increase-Base-Prices-on-Specialty-Alloy-Portfolio.html,"PHILADELPHIA, Nov. 14, 2022 ( GLOBE NEWSWIRE ) -- Carpenter Technology Corporation ( NYSE: CRS ) announced today that it will increase base prices by an average of seven percent ( 7% ) to twelve percent ( 12% ) on new, non-contract orders across the majority of its premium products.",0.204518,Somewhat-Bullish,,0.081995,Neutral,20221114T225600
Tyson Foods  ( TSN )  Q4 2022 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2022/11/14/tyson-foods-tsn-q4-2022-earnings-call-transcript/,"TSN earnings call for the period ending September 30, 2022.",0.310355,Somewhat-Bullish,,0.210395,Somewhat-Bullish,20221114T220023
Boeing wants U.S. FAA to OK paint fix for 787 wing peeling,https://www.reuters.com/business/aerospace-defense/boeing-says-787-operators-experience-wing-paint-peeling-2022-11-14/,"WASHINGTON, Nov 14 ( Reuters ) - Boeing Co ( BA.N ) said operators of its 787 Dreamliner jetliners have experienced paint peeling issues on wing and horizontal stabilizer surfaces due to ultraviolet radiation exposure, and asked U.S. regulators to approve its plan to address the issue.",-0.143737,Neutral,,-0.125691,Neutral,20221114T210000
Brazil's Embraer Announces 3rd Quarter Loss,https://www.barrons.com/news/brazil-s-embraer-announces-3rd-quarter-loss-01668439208,"Brazilian plane-maker Embraer announced on Monday a third quarter loss of 160.4 million reais ( $30.2 million ) due to falling revenue in its defense and security sectors. Compared to the third quarter in 2021, when Embraer lost 234 million reais, defense and security revenues fell by 42 percent.",-0.12992,Neutral,,-0.054442,Neutral,20221114T152142
Air Canada Announces Offer to Purchase up to US$300 million aggregate principal amount of its 4.000% Convertible Senior Notes due 2025,https://www.newswire.ca/news-releases/air-canada-announces-offer-to-purchase-up-to-us-300-million-aggregate-principal-amount-of-its-4-000-convertible-senior-notes-due-2025-892959654.html,"MONTREAL, Nov. 14, 2022 /CNW Telbec/ - Air Canada ( TSX: AC ) today announced that it has launched a cash tender offer ( the ""Offer"" ) , which also constitutes an issuer bid under Canadian securities laws, pursuant to which Air Canada will offer to purchase for cancellation up to US$300 million ...",0.239284,Somewhat-Bullish,,0.113212,Neutral,20221114T124200
The FAA Limits Seats On Airplanes - Seat Sizes Don't Need Regulation,https://www.forbes.com/sites/benbaldanza/2022/11/14/the-faa-limits-seats-on-airplanes---seat-sizes-dont-need-regulation/,Recent efforts to remove seats from airplanes or increase the size of seats ignore the consequences of higher ticket prices and lower airline earnings. The better answer is to work with airlines and seat manufacturers to come up with more creative solutions.,0.052818,Neutral,,0.060594,Neutral,20221114T114623
Six Dead In Mid-air Collision At Texas WWII Show: Authorities,https://www.barrons.com/news/six-dead-in-mid-air-collision-at-texas-wwii-show-authorities-01668353107,"Six people were killed when a pair of World-War-II-era planes collided in mid-air at a show in Texas and crashed to the ground in a ball of fire, authorities said Sunday.",-0.245567,Somewhat-Bearish,,0.0,Neutral,20221113T152612
"10 things you need to know today: November 13, 2022",https://theweek.com/briefing/daily-briefing/1018388/10-things-you-need-to-know-today-november-13-2022,"Sen. Catherine Cortez Masto ( D-Nev. ) beat her Republican challenger, Adam Laxalt, to win re-election, NBC News and CNN projected Saturday. With her victory, the Democrats will maintain control of the U.S. Senate by the slimmest of margins.",-0.012085,Neutral,,-0.17258,Somewhat-Bearish,20221113T144136
The Russians Sent Their Slow Attack Jets On Virtual Suicide Runs,https://www.forbes.com/sites/davidaxe/2022/11/13/the-russians-sent-their-slow-attack-jets-on-virtual-suicide-runs-on-ukrainian-missile-batteries/,Russian planners have assigned Su-25 pilots to missions they're unlikely to survive.,-0.261293,Somewhat-Bearish,,0.153988,Somewhat-Bullish,20221113T130000
G20: Bali Preps For Everything From Security Risks To Tsunamis,https://www.barrons.com/news/g20-bali-preps-for-everything-from-security-risks-to-tsunamis-01668316507,"Indonesia on Tuesday will host the G20 leaders' summit, gathering the globe's most powerful figures together on the resort island of Bali instead of the traffic-clogged capital Jakarta.",0.116405,Neutral,,0.002484,Neutral,20221113T051538
G20: Bali Preps For Everything From Security Risks To Tsunamis,https://www.barrons.com/news/g20-bali-preps-for-everything-from-security-risks-to-tsunamis-01668316507,"Indonesia on Tuesday will host the G20 leaders' summit, gathering the globe's most powerful figures together on the resort island of Bali instead of the traffic-clogged capital Jakarta.",0.113996,Neutral,,0.002467,Neutral,20221113T051538
Six feared dead after military planes collide midair at airshow in US,https://www.business-standard.com/article/international/six-feared-dead-after-military-planes-collide-midair-at-airshow-in-us-122111300100_1.html,"A B-17 heavy bomber collided with another aircraft and crashed to the ground during the airshow in Dallas, Texas ...",-0.263906,Somewhat-Bearish,,0.006712,Neutral,20221113T021800
'Hunt Them Down': MH17 Families Hope For Justice,https://www.barrons.com/amp/news/hunt-them-down-mh17-families-hope-for-justice-01668304807,"Each night before bedtime in the small Dutch town of Vleuten, Evert van Zijtveld lights two candles at a concrete shrine next to his front door to remember his murdered children.",-0.044092,Neutral,,-0.017277,Neutral,20221113T020216
'Hunt Them Down': MH17 Families Hope For Justice,https://www.barrons.com/news/hunt-them-down-mh17-families-hope-for-justice-01668304807,"Each night before bedtime in the small Dutch town of Vleuten, Evert van Zijtveld lights two candles at a concrete shrine next to his front door to remember his murdered children.",-0.044092,Neutral,,-0.017277,Neutral,20221113T020216
Dutch Court To Deliver Long-awaited MH17 Verdict,https://www.barrons.com/news/dutch-court-to-deliver-long-awaited-mh17-verdict-01668304208,"Dutch judges will give their verdict on Thursday in the trial of four men accused of downing Malaysia Airlines flight MH17 over Ukraine in 2014, against a backdrop of soaring tensions over Russia's current invasion.",-0.215565,Somewhat-Bearish,,-0.123114,Neutral,20221113T015056
Dutch Court To Deliver Long-awaited MH17 Verdict,https://www.barrons.com/news/dutch-court-to-deliver-long-awaited-mh17-verdict-01668304208,"Dutch judges will give their verdict on Thursday in the trial of four men accused of downing Malaysia Airlines flight MH17 over Ukraine in 2014, against a backdrop of soaring tensions over Russia's current invasion.",-0.24024,Somewhat-Bearish,,-0.36539,Bearish,20221113T015056
Two WWII Planes Collide At Dallas Air Show: US Agency,https://www.barrons.com/news/two-wwii-planes-collide-at-dallas-air-show-us-agency-01668288607,"Two World War II-era airplanes collided Saturday at an air show in Dallas, US aviation authorities confirmed. It was not immediately clear how many people were in the two craft, a Boeing B-17 Flying Fortress and a smaller Bell P-63 Kingcobra, the Federal Aviation Administration said.",-0.264539,Somewhat-Bearish,,-0.09604,Neutral,20221112T230017
Some recent fatal crashes involving vintage aircraft,https://apnews.com/article/technology-business-texas-europe-597cab77ce8a3b542f9559014b94a12b,Saturday's collision between two World War II-era military planes at a Dallas air show was the latest in a long list of crashes involving vintage planes used or designed for military purposes. Some recent fatal crashes in the U.S. and abroad:,-0.475431,Bearish,,-0.210695,Somewhat-Bearish,20221112T221427
Two WWII Planes Collide At Dallas Air Show: US Agency,https://www.barrons.com/news/two-wwii-planes-collide-at-dallas-air-show-us-agency-01668288607,"Two World War II-era airplanes collided Saturday at an air show in Dallas, US aviation authorities confirmed. It was not immediately clear how many people were in the two craft, a Boeing B-17 Flying Fortress and a smaller Bell P-63 Kingcobra, the Federal Aviation Administration said.",-0.264539,Somewhat-Bearish,,-0.09604,Neutral,20221112T213130
Two Dead As WWII Planes Collide During Dallas Air Show,https://www.barrons.com/news/two-wwii-planes-collide-at-dallas-air-show-us-agency-01668288607,Two WWII Planes Collide At Dallas Air Show: US Aviation Agency ...,-0.222221,Somewhat-Bearish,,-0.062627,Neutral,20221112T213105
Two WWII Planes Collide At Dallas Air Show: US Aviation Agency,https://www.barrons.com/news/two-wwii-planes-collide-at-dallas-air-show-us-agency-01668288607,"Two World-War-II-era airplanes collided Saturday at an air show in Dallas, US authorities said, with social media footage showing the aircraft crashing into each other and hitting the ground with a fiery explosion.",-0.297934,Somewhat-Bearish,,-0.081863,Neutral,20221112T213105
Two Planes Collide At Dallas Air Show,https://www.forbes.com/sites/brianbushard/2022/11/12/two-planes-collide-at-dallas-air-show/,The FAA and National Transportation Safety Board have launched investigations into the crash.,-0.23883,Somewhat-Bearish,,-0.121597,Neutral,20221112T211658
