iter	RMSE
648	0.2569990143
649	0.2555326492
650	0.2538832395
651	0.2520088214
652	0.2514119125
653	0.249735603
654	0.2479279841
655	0.245300193
656	0.2437458834
657	0.2431860309
658	0.2411085302
659	0.238996894
660	0.2374168191
661	0.23701509
662	0.2366532013
663	0.2348231486
664	0.2345802522
665	0.2325726074
666	0.2322766839
667	0.2310273027
668	0.2293467739
669	0.2279743434
670	0.2267396327
671	0.2254140368
672	0.2243990814
673	0.2229461963
674	0.2226024849
675	0.2218854173
676	0.2214602277
677	0.2207755216
678	0.2200692391
679	0.2193701964
680	0.2184394361
681	0.2182022277
682	0.216655511
683	0.2163649567
684	0.2149787435
685	0.2128231908
686	0.211684078
687	0.2103447739
688	0.2092593742
689	0.2075190981
690	0.2060806004
691	0.2048872814
692	0.2045655341
693	0.2036770023
694	0.202913957
695	0.2017074414
696	0.2005202382
697	0.1994945672
698	0.1976135396
699	0.1962356512
700	0.1952432896
701	0.1943521847
702	0.1926964856
703	0.1923244892
704	0.1915347175
705	0.1912101354
706	0.1910025393
707	0.1907498636
708	0.1906052878
709	0.1894817218
710	0.1892676615
711	0.1885537009
712	0.1883343493
713	0.1872693223
714	0.1860269591
715	0.1848679831
716	0.1843953502
717	0.1839133263
718	0.1821364733
719	0.1809447576
720	0.1798313828
721	0.178688232
722	0.1776429973
723	0.1765282295
724	0.176220228
725	0.1756394996
726	0.1751680815
727	0.1749138885
728	0.1747116301
729	0.1734579011
730	0.1732063625
731	0.1724467891
732	0.1721625099
733	0.1711506926
734	0.1703735781
735	0.1697698167
736	0.1685835838
737	0.168391257
738	0.1673739116
739	0.1662449162
740	0.1644075416
741	0.1640006173
742	0.1629036016
743	0.1617550066
744	0.1615463083
745	0.1612740366
746	0.1601793504
747	0.1595041741
748	0.1585245452
749	0.1583162979
750	0.1580521795
751	0.1566171804
752	0.1556620014
753	0.1552655497
754	0.1547859277
755	0.1538909395
756	0.1527966693
757	0.1525603491
758	0.1519820469
759	0.151819385
760	0.1506326566
761	0.1504252394
762	0.149301688
763	0.1482718584
764	0.1478752351
765	0.1470643725
766	0.1468651316
767	0.1462419984
768	0.145347693
769	0.1447572879
770	0.1442063527
771	0.1430712816
772	0.1421653402
773	0.1417090899
774	0.1415306539
775	0.1409297504
776	0.1401557101
777	0.139939294
778	0.1394213459
779	0.1390087819
780	0.1381645044
781	0.1374447639
782	0.1365386
783	0.1361833871
784	0.1357805363
785	0.1349241741
786	0.1341170424
787	0.1332944179
788	0.1329588265
789	0.1320262356
790	0.1310487895
791	0.1308870039
792	0.1301027234
793	0.1294641843
794	0.129293162
795	0.1291544223
796	0.1284820692
797	0.1278101358
798	0.127173591
799	0.1267441875
800	0.1263066641
801	0.1254747503
802	0.1247134997
803	0.1244200095
804	0.1234219162
805	0.1230434151
806	0.1216799329
807	0.1214191293
808	0.1209597895
809	0.1206925541
810	0.1205303579
811	0.1204027917
812	0.119444756
813	0.1192715157
814	0.1190468608
815	0.1179537851
816	0.1169436961
817	0.1162175151
818	0.1160488837
819	0.115856205
820	0.1153145037
821	0.1145187234
822	0.1141507193
823	0.1129155024
824	0.1121394807
825	0.1112590673
826	0.1111729922
827	0.1110355146
828	0.1105738534
829	0.110246054
830	0.1095392161
831	0.1088414162
832	0.1078058702
833	0.1076822736
834	0.1075061989
835	0.1072995412
836	0.1071443295
837	0.1070118924
838	0.1064061139
839	0.1056061023
840	0.1048693562
841	0.1042683915
842	0.1040970511
843	0.103517132
844	0.1033703007
845	0.1028582899
846	0.1020540187
847	0.1012885681
848	0.1011041795
849	0.1009807155
850	0.100331921
851	0.09957379636
852	0.09888550922
853	0.0986268767
854	0.09788216684
855	0.09762356565
856	0.09664034793
857	0.09572640344
858	0.0951217395
859	0.09500536229
860	0.09476815593
861	0.09389671832
862	0.09321072217
863	0.09276673966
864	0.09220129166
865	0.09173492893
866	0.09141117842
867	0.09120782591
868	0.09066278542
869	0.09017658756
870	0.09002892226
871	0.08991240846
872	0.08970592805
873	0.08955847843
874	0.08925426293
875	0.08897399662
876	0.08845201503
877	0.088115055
878	0.08743467669
879	0.08727613509
880	0.08689476367
881	0.08679342981
882	0.08623981766
883	0.08568510225
884	0.08505644837
885	0.0849359327
886	0.0843111653
887	0.08381677545
888	0.08345817298
889	0.08311849653
890	0.0825909549
891	0.08220355843
892	0.08172170517
893	0.0811652628
894	0.08082203332
895	0.08057106035
896	0.07992134339
897	0.0794045986
898	0.07928426736
899	0.07878694432
900	0.07836673488
901	0.07817657452
902	0.07770685382
903	0.07691494386
904	0.07648227533
905	0.07600644367
906	0.07591943159
907	0.07584369679
908	0.07573020295
909	0.07555811908
910	0.07544589473
911	0.0751922375
912	0.0744543629
913	0.07373455249
914	0.0732864221
915	0.07260925323
916	0.07249419907
917	0.07225127221
918	0.07209889705
919	0.07203611964
920	0.07193805522
921	0.07185125568
922	0.07132260255
923	0.07088327529
924	0.07033779611
925	0.0702427753
926	0.06975899361
927	0.06944831664
928	0.06922521868
929	0.06857513325
930	0.06796487135
931	0.06752473675
932	0.06704308319
933	0.06686804809
934	0.06655138113
935	0.06649681479
936	0.0664474687
937	0.06639460484
938	0.06631256794
939	0.06625394634
940	0.06583945806
941	0.06553064242
942	0.06513302902
943	0.06502682339
944	0.06437872696
945	0.06427496555
946	0.06364659105
947	0.06326400206
948	0.06290300139
949	0.06271082187
950	0.06232759996
951	0.06208158466
952	0.06195315114
953	0.06182588323
954	0.06175532282
955	0.06141864136
956	0.06102312104
957	0.06044839709
958	0.060359774
959	0.06024878925
960	0.05982443958
961	0.05964260943
962	0.0592906428
963	0.05900040164
964	0.058917688
965	0.05859779877
966	0.05853339039
967	0.05817325579
968	0.05803512581
969	0.05794880798
970	0.05785904227
971	0.05757435181
972	0.05722788717
973	0.05668632327
974	0.05626295779
975	0.05596173068
976	0.05587112123
977	0.05537810405
978	0.05503666793
979	0.05485798924
980	0.05466166418
981	0.05422832349
982	0.0539722194
983	0.05392544542
984	0.05388396375
985	0.0535885554
986	0.05329419027
987	0.05291960902
988	0.05251452057
989	0.05225574136
990	0.0518579597
991	0.05161179587
992	0.05120431405
993	0.05087384313
994	0.05053899388
995	0.05046651735
996	0.05017278723
997	0.05009120115
998	0.04997774245
999	0.04990712347
1000	0.04970692166
1001	0.04957159199
1002	0.04925993925
1003	0.04904125616
1004	0.04898966433
1005	0.04890983693
1006	0.04871740288
1007	0.04867518645
1008	0.04818754227
1009	0.04814155675
1010	0.04764752146
1011	0.04761114176
1012	0.04756203325
1013	0.04738433706
1014	0.04727594564
1015	0.04705479831
1016	0.04686838284
1017	0.04679233399
1018	0.04646443976
1019	0.04616767136
1020	0.04612279462
1021	0.04593087921
1022	0.04587023943
1023	0.04579912469
1024	0.04544575201
1025	0.04528157481
1026	0.04509381385
1027	0.04489745059
1028	0.04470368208
1029	0.04455250043
1030	0.04430801171
1031	0.04397876745
1032	0.04360520466
1033	0.0434710074
1034	0.04314671001
1035	0.04309810176
1036	0.04307486065
1037	0.0429293029
1038	0.04287296761
1039	0.04243283745
1040	0.04218255636
1041	0.04209817616
1042	0.04191031848
1043	0.04164383013
1044	0.04149141103
1045	0.04144284834
1046	0.04112607286
1047	0.04110190673
1048	0.04087372497
1049	0.04081811681
1050	0.04060895523
1051	0.04020873176
1052	0.03973704196
1053	0.03967091429
1054	0.039293794
1055	0.03884342447
1056	0.03880052378
1057	0.03846004984
1058	0.03819295125
1059	0.03786318711
1060	0.03755351255
1061	0.03715665408
1062	0.03691121819
1063	0.03671288225
1064	0.03667545175
1065	0.03653287519
1066	0.03639451973
1067	0.03602091514
1068	0.03574556907
1069	0.03569996631
1070	0.0355252131
1071	0.03548064434
1072	0.03543842389
1073	0.0352214235
1074	0.03499876707
1075	0.03481755989
1076	0.03478395645
1077	0.03466756955
1078	0.03428023909
1079	0.03423243737
1080	0.03419376439
1081	0.03406286034
1082	0.03402588198
1083	0.03378493624
1084	0.03352863375
1085	0.03342750605
1086	0.03311268264
1087	0.03291806516
1088	0.03288832798
1089	0.03273536041
1090	0.03249243984
1091	0.03223813027
1092	0.03216428202
1093	0.0320589419
1094	0.03178936719
1095	0.0316331492
1096	0.03147265394
1097	0.03136177928
1098	0.03132800643
1099	0.0312969795
1100	0.03126512203
1101	0.0310316208
1102	0.03099582704
1103	0.03088323065
1104	0.03069004456
1105	0.03057607902
1106	0.03048125738
1107	0.03033401045
1108	0.03015443934
1109	0.02990337729
1110	0.02966566518
1111	0.02963941469
1112	0.02960247504
1113	0.02944416527
1114	0.02941606705
1115	0.02932285232
1116	0.0291337526
1117	0.02904756591
1118	0.02884923205
1119	0.02865242357
1120	0.02850347059
1121	0.02827114815
1122	0.02820853927
1123	0.02800096849
1124	0.02781160404
1125	0.02766878034
1126	0.02752063634
1127	0.02745944417
1128	0.0274300954
1129	0.02722306814
1130	0.02710374344
1131	0.02697321676
1132	0.02678412772
1133	0.02674997299
1134	0.02657284119
1135	0.02645948928
1136	0.02641763324
1137	0.02633965915
1138	0.02631047885
1139	0.02628731182
1140	0.02610345452
1141	0.02595757461
1142	0.02581406028
1143	0.02561197086
1144	0.02546617984
1145	0.02544998579
1146	0.02530632312
1147	0.02527283828
1148	0.02521296531
1149	0.02518090352
1150	0.02515602931
1151	0.024951244
1152	0.02477347764
1153	0.02474831143
1154	0.02456075221
1155	0.02443320892
1156	0.02426702382
1157	0.02411471123
1158	0.02394071262
1159	0.02391117665
1160	0.02388084255
1161	0.02374901279
1162	0.02365036897
1163	0.02360510149
1164	0.02347493703
1165	0.02343702539
1166	0.02331412314
1167	0.02329106122
1168	0.02314116094
1169	0.02297292041
1170	0.0227914073
1171	0.02265413323
1172	0.02252896965
1173	0.02240400734
1174	0.02225662629
1175	0.02214704607
1176	0.02195751896
1177	0.02183010485
1178	0.02169874425
1179	0.02167353351
1180	0.02164261938
1181	0.02153511618
1182	0.0214721934
1183	0.02136130404
1184	0.0212523703
1185	0.02111341536
1186	0.02099987932
1187	0.02089255817
1188	0.02085698255
1189	0.02074553614
1190	0.02059116488
1191	0.02046605155
1192	0.02039418922
1193	0.02021001921
1194	0.02017488996
1195	0.02010473175
1196	0.01998810253
1197	0.01983442335
1198	0.01980688544
1199	0.01965281023
1200	0.01962982507
1201	0.01948442729
1202	0.01944765095
1203	0.01941021175
1204	0.01937322527
1205	0.01935245669
1206	0.01928103024
1207	0.019182572
1208	0.01904749762
1209	0.01888955546
1210	0.01879844848
1211	0.01874303175
1212	0.01865194821
1213	0.01856507356
1214	0.01854950542
1215	0.01852676588
1216	0.01846142782
1217	0.01844026305
1218	0.01831081477
1219	0.01818783972
1220	0.0181322813
1221	0.01803465339
1222	0.01801161427
1223	0.017840457
1224	0.01770191043
1225	0.01758383958
1226	0.01755371698
1227	0.01745491846
1228	0.01732704909
1229	0.01720846186
1230	0.0170915384
1231	0.01705990218
1232	0.0169261862
1233	0.01690414451
1234	0.01688305757
1235	0.0167951597
1236	0.0166662135
1237	0.01655909216
1238	0.01652998512
1239	0.01645148934
1240	0.0163363627
1241	0.01625896493
1242	0.01624690534
1243	0.01615839274
1244	0.0161450217
1245	0.01607859543
1246	0.0159610441
1247	0.01591981032
1248	0.0159025015
1249	0.01589215272
1250	0.01583279156
1251	0.01575312218
1252	0.01567721725
1253	0.01560887358
1254	0.01554332361
1255	0.01542734288
1256	0.01539346528
1257	0.01523883274
1258	0.01519854253
1259	0.01511553147
1260	0.01506785329
1261	0.01501466778
1262	0.01499590571
1263	0.01492160304
1264	0.01485126482
1265	0.01483093761
1266	0.01477841795
1267	0.01475361276
1268	0.01468425012
1269	0.01458869995
1270	0.01448472485
1271	0.01442199885
1272	0.01431048211
1273	0.01423255168
1274	0.01411020345
1275	0.01404528891
1276	0.01401975011
1277	0.01399143974
1278	0.01390354918
1279	0.01380872695
1280	0.01375023514
1281	0.0137167017
1282	0.01363106777
1283	0.01352000195
1284	0.01342391649
1285	0.01334159198
1286	0.01329999188
1287	0.01323291231
1288	0.01314495886
1289	0.01308784809
1290	0.01300468596
1291	0.01298687826
1292	0.01288212047
1293	0.0128345129
1294	0.0128046599
1295	0.01272820156
1296	0.01266900171
1297	0.01261628301
1298	0.012574105
1299	0.01253267528
1300	0.01246789871
1301	0.01238577226
1302	0.01234339614
1303	0.01232201591
1304	0.01224489311
1305	0.01214724688
1306	0.0120869777
1307	0.0120607138
1308	0.01205134817
1309	0.01203949634
1310	0.01202192099
1311	0.01191585859
1312	0.0119033661
1313	0.01185804209
1314	0.0117957524
1315	0.01178232232
1316	0.01176853579
1317	0.01170281826
1318	0.01164831962
1319	0.01158273943
1320	0.01148408056
1321	0.01142302655
1322	0.01141006559
1323	0.01137829809
1324	0.01133120238
1325	0.01128644944
1326	0.01126702906
1327	0.0111957831
1328	0.01116773716
1329	0.01115254276
1330	0.01109088964
1331	0.01103969811
1332	0.01102486685
1333	0.01093606019
1334	0.01092256648
1335	0.01090453932
1336	0.01088748142
1337	0.01081618383
1338	0.01075644779
1339	0.01070119726
1340	0.01065292841
1341	0.01062268336
1342	0.01056050454
1343	0.01053091112
1344	0.01051409014
1345	0.01042975943
1346	0.01035016459
1347	0.01033276587
1348	0.01024317685
1349	0.01021772323
1350	0.01016172205
1351	0.01011481882
1352	0.01002615618
1353	0.009948827894
1354	0.009895173555
1355	0.009847613894
1356	0.009794169361
1357	0.009734283606
1358	0.009646306793
1359	0.009633652475
1360	0.009614234463
1361	0.009562233736
1362	0.00954799819
1363	0.009503806995
1364	0.009468779392
1365	0.009457483263
1366	0.009410784121
1367	0.009355834904
1368	0.009288361937
1369	0.009278601241
1370	0.009270446522
1371	0.009247553788
1372	0.00923509104
1373	0.009163046551
1374	0.009103677812
1375	0.009063133402
1376	0.009035699869
1377	0.008980177317
1378	0.0089638243
1379	0.008956995203
1380	0.008945539397
1381	0.008890090742
1382	0.008819800113
1383	0.008790794209
1384	0.008778323446
1385	0.008770706814
1386	0.008759426664
1387	0.00874980281
1388	0.008709647375
1389	0.008684797433
1390	0.008669997484
1391	0.00861385886
1392	0.008558362067
1393	0.008485576908
1394	0.008466525446
1395	0.008458183413
1396	0.008445719532
1397	0.008401352645
1398	0.008383792614
1399	0.008372670246
1400	0.008328659291
1401	0.008317027632
1402	0.008303690216
1403	0.008293053546
1404	0.008241296621
1405	0.008193615589
1406	0.008178494311
1407	0.008110875185
1408	0.008091204828
1409	0.008044435397
1410	0.008037905085
1411	0.00802808171
1412	0.007987161821
1413	0.007960764239
1414	0.00794642339
1415	0.007935995477
1416	0.007883492422
1417	0.007865276678
1418	0.007812989742
1419	0.007748542029
1420	0.007700293199
1421	0.007660903168
1422	0.007608130034
1423	0.007592411472
1424	0.007535251904
1425	0.007514784668
1426	0.00748324116
1427	0.00747909389
1428	0.007432659314
1429	0.007401646592
1430	0.007359423513
1431	0.007270479818
1432	0.007198286426
1433	0.007188549299
1434	0.007132175673
1435	0.007100636661
1436	0.007091145231
1437	0.00702923757
1438	0.007014820767
1439	0.006961621853
1440	0.006908091122
1441	0.006896051681
1442	0.006865831799
1443	0.006844475576
1444	0.006837629924
1445	0.006828154302
1446	0.006819103934
1447	0.00676716593
1448	0.006752187698
1449	0.006741594643
1450	0.006701019138
1451	0.006645631375
1452	0.006608349419
1453	0.006556953527
1454	0.0065472374
1455	0.006539721962
1456	0.006528210415
1457	0.006514871057
1458	0.006508571357
1459	0.006472097197
1460	0.006447663641
1461	0.006440089619
1462	0.006408247867
1463	0.006401031869
1464	0.006359525341
1465	0.006310567048
1466	0.006277001088
1467	0.006271202413
1468	0.006252952543
1469	0.006218306443
1470	0.00617831451
1471	0.006135440779
1472	0.006107704764
1473	0.006103972794
1474	0.006082436965
1475	0.006037205613
1476	0.006027613981
1477	0.006019306349
1478	0.005965663569
1479	0.005929532505
1480	0.005886947402
1481	0.005856638742
1482	0.005849275122
1483	0.005784707998
1484	0.00575374533
1485	0.005723937502
1486	0.005695873731
1487	0.005660917943
1488	0.005623975328
1489	0.005618227826
1490	0.005589317569
1491	0.005559878181
1492	0.00555173779
1493	0.005541506666
1494	0.005513758929
1495	0.005481973614
1496	0.005455868077
1497	0.005420473108
1498	0.005415229335
1499	0.005370301538
1500	0.005361051337
1501	0.005353141674
1502	0.005333748159
1503	0.005305310224
1504	0.005299021054
1505	0.005275058008
1506	0.005268620205
1507	0.005216584127
1508	0.005208632446
1509	0.00519560365
1510	0.005153049543
1511	0.005140174678
1512	0.005111929965
1513	0.005082112192
1514	0.00506475429
1515	0.005059144469
1516	0.005036473139
1517	0.005008266423
1518	0.004963872751
1519	0.004945644416
1520	0.004941275065
1521	0.004906772058
1522	0.004884554607
1523	0.004833966649
1524	0.004813958437
1525	0.004785902514
1526	0.004763540456
1527	0.004745568799
1528	0.004723195151
1529	0.004701789253
1530	0.004668906648
1531	0.004624249616
1532	0.004591981171
1533	0.004583956337
1534	0.004572010029
1535	0.00456652745
1536	0.00455978939
1537	0.004540701063
1538	0.004529445557
1539	0.004525389483
1540	0.004492474397
