iter	Passed	Remaining
1850	1103	4856
1851	1103	4854
1852	1103	4853
1853	1104	4852
1854	1104	4850
1855	1105	4849
1856	1105	4848
1857	1106	4849
1858	1107	4850
1859	1109	4853
1860	1110	4856
1861	1110	4854
1862	1111	4853
1863	1111	4852
1864	1112	4851
1865	1112	4850
1866	1113	4849
1867	1113	4848
1868	1114	4847
1869	1114	4846
1870	1115	4845
1871	1115	4844
1872	1116	4843
1873	1116	4842
1874	1117	4841
1875	1117	4840
1876	1118	4839
1877	1118	4837
1878	1119	4836
1879	1119	4835
1880	1120	4836
1881	1122	4840
1882	1123	4840
1883	1124	4842
1884	1124	4842
1885	1125	4841
1886	1125	4840
1887	1126	4839
1888	1126	4838
1889	1127	4837
1890	1127	4835
1891	1128	4834
1892	1128	4833
1893	1129	4831
1894	1129	4830
1895	1129	4829
1896	1130	4828
1897	1131	4827
1898	1131	4827
1899	1132	4826
1900	1132	4824
1901	1132	4823
1902	1133	4822
1903	1133	4821
1904	1134	4822
1905	1136	4824
1906	1136	4824
1907	1137	4825
1908	1138	4824
1909	1138	4822
1910	1139	4821
1911	1139	4820
1912	1140	4819
1913	1140	4818
1914	1140	4816
1915	1141	4815
1916	1141	4814
1917	1142	4813
1918	1142	4812
1919	1143	4810
1920	1143	4809
1921	1144	4808
1922	1144	4807
1923	1145	4806
1924	1145	4804
1925	1145	4803
1926	1146	4802
1927	1146	4801
1928	1147	4800
1929	1147	4799
1930	1148	4798
1931	1149	4800
1932	1151	4804
1933	1152	4805
1934	1152	4804
1935	1153	4803
1936	1153	4802
1937	1154	4801
1938	1154	4799
1939	1155	4798
1940	1155	4797
1941	1155	4796
1942	1156	4795
1943	1156	4793
1944	1157	4792
1945	1157	4791
1946	1158	4790
1947	1158	4788
1948	1159	4787
1949	1159	4786
1950	1159	4785
1951	1160	4784
1952	1160	4783
1953	1161	4782
1954	1161	4781
1955	1163	4783
1956	1164	4787
1957	1165	4787
1958	1166	4787
1959	1166	4786
1960	1167	4786
1961	1168	4785
1962	1168	4784
1963	1169	4783
1964	1169	4782
1965	1170	4781
1966	1170	4780
1967	1171	4779
1968	1171	4778
1969	1172	4777
1970	1172	4776
1971	1173	4775
1972	1173	4774
1973	1173	4772
1974	1174	4771
1975	1174	4770
1976	1175	4769
1977	1175	4767
1978	1176	4768
1979	1177	4769
1980	1178	4769
1981	1178	4769
1982	1179	4768
1983	1179	4766
1984	1180	4765
1985	1180	4764
1986	1181	4763
1987	1181	4762
1988	1182	4760
1989	1182	4759
1990	1182	4758
1991	1183	4757
1992	1183	4756
1993	1184	4754
1994	1184	4753
1995	1185	4752
1996	1185	4751
1997	1186	4750
1998	1186	4749
1999	1187	4748
2000	1187	4747
2001	1188	4747
2002	1188	4746
2003	1189	4745
2004	1189	4744
2005	1190	4743
2006	1191	4743
2007	1191	4744
2008	1192	4742
2009	1192	4741
2010	1193	4740
2011	1193	4738
2012	1194	4737
2013	1194	4736
2014	1195	4735
2015	1195	4734
2016	1195	4733
2017	1196	4732
2018	1196	4730
2019	1197	4729
2020	1197	4728
2021	1198	4727
2022	1198	4726
2023	1199	4725
2024	1199	4723
2025	1199	4722
2026	1200	4721
2027	1200	4720
2028	1201	4719
2029	1201	4718
2030	1202	4716
2031	1202	4714
2032	1202	4713
2033	1203	4712
2034	1203	4711
2035	1204	4710
2036	1204	4710
2037	1206	4712
2038	1207	4713
2039	1207	4712
2040	1208	4711
2041	1208	4710
2042	1209	4709
2043	1209	4708
2044	1210	4706
2045	1210	4705
2046	1210	4704
2047	1211	4703
2048	1211	4702
2049	1212	4700
2050	1212	4699
2051	1213	4698
2052	1213	4697
2053	1213	4696
2054	1214	4695
2055	1214	4694
2056	1215	4692
2057	1215	4690
2058	1216	4689
2059	1216	4688
2060	1216	4687
2061	1217	4686
2062	1217	4685
2063	1218	4684
2064	1218	4683
2065	1219	4683
2066	1220	4683
2067	1221	4683
2068	1221	4683
2069	1222	4682
2070	1222	4681
2071	1223	4680
2072	1223	4679
2073	1224	4678
2074	1224	4677
2075	1225	4676
2076	1225	4675
2077	1226	4674
2078	1226	4673
2079	1227	4672
2080	1227	4671
2081	1228	4670
2082	1228	4669
2083	1228	4668
2084	1229	4666
2085	1229	4665
2086	1230	4664
2087	1231	4664
2088	1231	4664
2089	1232	4663
2090	1232	4662
2091	1233	4661
2092	1234	4662
2093	1234	4661
2094	1235	4661
2095	1235	4660
2096	1236	4659
2097	1236	4658
2098	1237	4657
2099	1237	4656
2100	1238	4655
2101	1238	4654
2102	1239	4653
2103	1239	4652
2104	1240	4651
2105	1240	4650
2106	1241	4648
2107	1241	4647
2108	1241	4646
2109	1242	4645
2110	1242	4644
2111	1243	4643
2112	1243	4642
2113	1244	4641
2114	1244	4640
2115	1245	4639
2116	1245	4638
2117	1246	4637
2118	1246	4636
2119	1247	4635
2120	1248	4636
2121	1249	4639
2122	1250	4639
2123	1251	4638
2124	1251	4638
2125	1252	4637
2126	1252	4636
2127	1253	4635
2128	1253	4634
2129	1254	4633
2130	1254	4633
2131	1255	4633
2132	1256	4633
2133	1256	4632
2134	1257	4631
2135	1258	4632
2136	1258	4631
2137	1259	4631
2138	1259	4630
2139	1260	4630
2140	1261	4632
2141	1263	4634
2142	1264	4635
2143	1265	4636
2144	1265	4635
2145	1266	4634
2146	1266	4634
2147	1267	4633
2148	1267	4632
2149	1268	4631
2150	1268	4630
2151	1269	4629
2152	1269	4628
2153	1270	4627
2154	1270	4626
2155	1271	4625
2156	1271	4624
2157	1272	4623
2158	1272	4622
2159	1273	4621
2160	1273	4620
2161	1274	4619
2162	1274	4618
2163	1275	4618
2164	1276	4620
2165	1277	4621
2166	1278	4621
2167	1278	4620
2168	1279	4619
2169	1279	4618
2170	1280	4617
2171	1281	4616
2172	1281	4616
2173	1282	4615
2174	1282	4614
2175	1283	4613
2176	1283	4612
2177	1284	4611
2178	1284	4610
2179	1285	4609
2180	1285	4609
2181	1286	4608
2182	1286	4607
2183	1287	4606
2184	1287	4604
2185	1287	4603
2186	1288	4602
2187	1289	4602
2188	1290	4604
2189	1291	4604
2190	1291	4604
2191	1292	4603
2192	1292	4602
2193	1293	4602
2194	1293	4600
2195	1294	4599
2196	1294	4597
2197	1295	4596
2198	1295	4595
2199	1295	4594
2200	1296	4593
2201	1296	4592
2202	1297	4591
2203	1297	4590
2204	1298	4589
2205	1298	4588
2206	1299	4587
2207	1299	4586
2208	1300	4585
2209	1300	4584
2210	1301	4583
2211	1301	4582
2212	1302	4581
2213	1302	4580
2214	1303	4580
2215	1303	4579
2216	1304	4580
2217	1305	4580
2218	1305	4579
2219	1306	4578
2220	1306	4577
2221	1307	4576
2222	1307	4574
2223	1308	4573
2224	1308	4572
2225	1309	4571
2226	1309	4570
2227	1309	4569
2228	1310	4568
2229	1310	4567
2230	1311	4566
2231	1311	4564
2232	1312	4563
2233	1312	4562
2234	1312	4561
2235	1313	4559
2236	1313	4558
2237	1314	4557
2238	1314	4556
2239	1315	4555
2240	1315	4554
2241	1315	4553
2242	1316	4552
2243	1316	4551
2244	1317	4551
2245	1318	4552
2246	1319	4553
2247	1320	4552
2248	1320	4552
2249	1321	4551
2250	1322	4551
2251	1322	4550
2252	1323	4549
2253	1323	4548
2254	1324	4547
2255	1324	4546
2256	1324	4545
2257	1325	4544
2258	1325	4543
2259	1326	4542
2260	1326	4541
2261	1327	4540
2262	1327	4539
2263	1328	4538
2264	1328	4537
2265	1328	4535
2266	1329	4535
2267	1329	4533
2268	1330	4532
2269	1330	4531
2270	1331	4530
2271	1332	4530
2272	1332	4530
2273	1333	4529
2274	1333	4529
2275	1334	4528
2276	1334	4527
2277	1335	4526
2278	1335	4525
2279	1336	4524
2280	1336	4524
2281	1337	4523
2282	1337	4522
2283	1338	4521
2284	1338	4520
2285	1339	4519
2286	1339	4518
2287	1340	4517
2288	1340	4516
2289	1341	4515
2290	1341	4514
2291	1341	4513
2292	1342	4512
2293	1342	4510
2294	1343	4509
2295	1343	4508
2296	1344	4507
2297	1344	4506
2298	1345	4505
2299	1345	4504
2300	1346	4504
2301	1347	4504
2302	1347	4504
2303	1348	4503
2304	1348	4502
2305	1349	4502
2306	1349	4501
2307	1350	4500
2308	1350	4499
2309	1351	4498
2310	1351	4497
2311	1352	4496
2312	1352	4495
2313	1352	4493
2314	1353	4493
2315	1353	4492
2316	1354	4491
2317	1354	4490
2318	1355	4489
2319	1355	4488
2320	1356	4487
2321	1356	4486
2322	1357	4485
2323	1357	4484
2324	1358	4483
2325	1358	4482
2326	1358	4481
2327	1359	4480
2328	1359	4479
2329	1360	4479
2330	1361	4478
2331	1361	4478
2332	1362	4477
2333	1362	4476
2334	1363	4475
2335	1363	4474
2336	1364	4473
2337	1364	4472
2338	1365	4471
2339	1365	4470
2340	1366	4469
2341	1366	4468
2342	1366	4467
2343	1367	4466
2344	1367	4465
2345	1368	4464
2346	1368	4463
2347	1369	4462
2348	1369	4461
2349	1370	4460
2350	1370	4459
2351	1371	4458
2352	1371	4457
2353	1372	4456
2354	1372	4455
2355	1373	4454
2356	1373	4454
2357	1374	4453
2358	1374	4453
2359	1375	4452
2360	1376	4452
2361	1376	4451
2362	1377	4450
2363	1377	4449
2364	1377	4448
2365	1378	4447
2366	1378	4446
2367	1379	4445
2368	1379	4444
2369	1380	4443
2370	1380	4442
2371	1381	4441
2372	1381	4440
2373	1381	4439
2374	1382	4438
2375	1382	4437
2376	1383	4436
2377	1383	4435
2378	1384	4434
2379	1384	4433
2380	1385	4432
2381	1385	4431
2382	1385	4429
2383	1386	4428
2384	1386	4428
2385	1387	4427
2386	1388	4426
2387	1388	4426
2388	1389	4426
2389	1390	4426
2390	1390	4425
2391	1391	4424
2392	1391	4423
2393	1391	4422
2394	1392	4421
2395	1392	4420
2396	1393	4419
2397	1393	4418
2398	1394	4417
2399	1394	4416
2400	1395	4415
2401	1395	4414
2402	1395	4413
2403	1396	4412
2404	1396	4411
2405	1397	4410
2406	1397	4409
2407	1398	4408
2408	1398	4407
2409	1399	4406
2410	1399	4405
2411	1400	4404
2412	1400	4403
2413	1401	4402
2414	1401	4401
2415	1401	4400
2416	1402	4399
2417	1403	4399
2418	1403	4399
2419	1404	4398
2420	1404	4398
2421	1405	4397
2422	1405	4396
2423	1406	4395
2424	1406	4394
2425	1407	4393
2426	1407	4392
2427	1408	4391
2428	1408	4390
2429	1409	4389
2430	1409	4388
2431	1409	4387
2432	1410	4386
2433	1410	4385
2434	1411	4384
2435	1411	4383
2436	1412	4382
2437	1412	4381
2438	1413	4380
2439	1413	4379
2440	1414	4380
2441	1415	4380
2442	1415	4379
2443	1416	4378
2444	1416	4377
2445	1417	4376
2446	1417	4376
2447	1418	4376
2448	1419	4375
2449	1419	4374
2450	1420	4374
2451	1420	4373
2452	1421	4372
2453	1421	4371
2454	1422	4371
2455	1422	4370
2456	1423	4369
2457	1423	4368
2458	1424	4367
2459	1424	4366
2460	1425	4365
2461	1425	4364
2462	1426	4363
2463	1426	4362
2464	1426	4361
2465	1427	4360
2466	1427	4359
2467	1428	4358
2468	1428	4358
2469	1429	4357
2470	1429	4356
2471	1430	4355
2472	1430	4354
2473	1430	4353
2474	1431	4353
2475	1432	4353
2476	1433	4352
2477	1433	4351
2478	1434	4350
2479	1434	4349
2480	1434	4348
2481	1435	4347
2482	1435	4347
2483	1436	4346
2484	1437	4346
2485	1437	4345
2486	1438	4344
2487	1438	4344
2488	1439	4343
2489	1439	4342
2490	1440	4341
2491	1440	4340
2492	1441	4340
2493	1441	4339
2494	1442	4338
2495	1442	4337
2496	1443	4337
2497	1443	4336
2498	1444	4335
2499	1444	4334
2500	1445	4333
2501	1446	4333
2502	1446	4333
2503	1447	4332
2504	1447	4331
2505	1448	4331
2506	1448	4330
2507	1449	4329
2508	1449	4328
2509	1450	4327
2510	1450	4326
2511	1451	4325
2512	1451	4324
2513	1452	4323
2514	1452	4322
2515	1452	4321
2516	1453	4321
2517	1453	4320
2518	1454	4319
2519	1454	4318
2520	1455	4317
2521	1455	4316
2522	1456	4315
2523	1456	4314
2524	1457	4313
2525	1457	4312
2526	1458	4312
2527	1458	4311
2528	1459	4310
2529	1459	4309
2530	1460	4310
2531	1461	4310
2532	1462	4310
2533	1462	4309
2534	1463	4308
2535	1463	4307
2536	1464	4306
2537	1464	4305
2538	1464	4304
2539	1465	4303
2540	1465	4302
2541	1466	4302
2542	1466	4301
2543	1467	4300
2544	1467	4299
2545	1468	4298
2546	1468	4297
2547	1469	4296
2548	1469	4295
2549	1469	4294
2550	1470	4293
2551	1470	4292
2552	1471	4291
2553	1471	4290
2554	1472	4289
2555	1472	4288
2556	1473	4288
2557	1473	4287
2558	1475	4289
2559	1475	4288
2560	1476	4288
2561	1476	4287
2562	1477	4286
2563	1477	4285
2564	1478	4284
2565	1478	4284
2566	1479	4283
2567	1479	4282
2568	1480	4281
2569	1480	4280
2570	1480	4279
2571	1481	4278
2572	1481	4277
2573	1482	4276
2574	1482	4276
2575	1483	4275
2576	1483	4273
2577	1484	4272
2578	1484	4271
2579	1484	4270
2580	1485	4270
2581	1485	4269
2582	1486	4268
2583	1486	4267
2584	1487	4266
2585	1487	4265
2586	1488	4265
2587	1489	4264
2588	1489	4264
2589	1490	4264
2590	1491	4264
2591	1491	4263
2592	1492	4262
2593	1492	4261
2594	1493	4261
2595	1493	4260
2596	1494	4259
2597	1494	4258
2598	1495	4257
2599	1495	4256
2600	1496	4255
2601	1496	4254
2602	1496	4253
2603	1497	4253
2604	1497	4252
2605	1498	4251
2606	1498	4250
2607	1499	4249
2608	1499	4248
2609	1500	4247
2610	1500	4246
2611	1501	4246
2612	1501	4245
2613	1502	4244
2614	1503	4244
2615	1503	4244
2616	1504	4244
2617	1505	4243
2618	1505	4243
2619	1506	4242
2620	1506	4241
2621	1507	4240
2622	1507	4240
2623	1508	4239
2624	1508	4238
2625	1509	4238
2626	1509	4237
2627	1510	4236
2628	1510	4235
2629	1511	4234
2630	1511	4233
2631	1512	4233
2632	1512	4232
2633	1513	4231
2634	1513	4230
2635	1514	4229
2636	1514	4228
2637	1515	4228
2638	1515	4227
2639	1515	4226
2640	1516	4225
2641	1517	4225
2642	1517	4224
2643	1518	4223
2644	1518	4222
2645	1519	4221
2646	1519	4220
2647	1519	4220
2648	1520	4219
2649	1520	4218
2650	1521	4217
2651	1521	4216
2652	1522	4215
2653	1522	4214
2654	1523	4213
2655	1523	4212
2656	1523	4211
2657	1524	4210
2658	1524	4209
2659	1525	4208
2660	1525	4208
2661	1526	4207
2662	1526	4206
2663	1527	4205
2664	1527	4204
2665	1528	4203
2666	1528	4202
2667	1529	4201
2668	1529	4201
2669	1529	4200
2670	1530	4199
2671	1531	4199
2672	1531	4198
2673	1532	4198
2674	1532	4197
2675	1533	4196
2676	1533	4195
2677	1534	4195
2678	1534	4194
2679	1535	4193
2680	1535	4192
2681	1536	4192
2682	1536	4191
2683	1537	4190
2684	1537	4189
2685	1538	4188
2686	1538	4187
2687	1539	4186
2688	1539	4185
2689	1539	4184
2690	1540	4183
2691	1540	4182
2692	1541	4181
2693	1541	4180
2694	1542	4180
2695	1542	4179
2696	1543	4178
2697	1543	4177
2698	1544	4176
2699	1544	4176
2700	1545	4175
2701	1545	4175
2702	1546	4174
2703	1547	4174
2704	1547	4173
2705	1547	4172
2706	1548	4171
2707	1548	4170
2708	1549	4169
2709	1549	4168
2710	1550	4167
2711	1550	4166
2712	1551	4166
2713	1551	4165
2714	1552	4164
2715	1552	4163
2716	1552	4162
2717	1553	4161
2718	1553	4160
2719	1554	4159
2720	1554	4158
2721	1555	4158
2722	1555	4157
2723	1556	4156
2724	1556	4155
2725	1557	4154
2726	1557	4154
2727	1557	4153
2728	1558	4152
2729	1558	4151
2730	1559	4150
2731	1560	4150
2732	1560	4149
2733	1561	4149
2734	1561	4148
2735	1562	4147
2736	1562	4147
2737	1563	4146
2738	1563	4145
2739	1564	4144
2740	1564	4143
2741	1565	4142
2742	1565	4141
2743	1565	4140
2744	1566	4139
2745	1566	4139
2746	1567	4138
2747	1567	4137
2748	1568	4136
2749	1568	4135
2750	1569	4135
2751	1569	4134
2752	1570	4133
2753	1570	4132
2754	1571	4131
2755	1571	4130
2756	1571	4129
2757	1572	4128
2758	1572	4128
2759	1573	4127
2760	1574	4127
2761	1575	4127
2762	1575	4127
2763	1576	4126
2764	1576	4125
2765	1577	4124
2766	1577	4123
2767	1577	4122
2768	1578	4121
2769	1578	4121
2770	1579	4120
2771	1579	4119
2772	1580	4118
2773	1580	4117
2774	1581	4116
2775	1581	4115
2776	1582	4114
2777	1582	4114
2778	1582	4113
2779	1583	4112
2780	1583	4111
2781	1584	4110
2782	1584	4110
2783	1585	4109
2784	1585	4108
2785	1586	4107
2786	1586	4106
2787	1587	4105
2788	1588	4106
2789	1589	4107
2790	1590	4107
2791	1590	4106
2792	1591	4106
2793	1591	4105
2794	1592	4104
2795	1592	4103
2796	1593	4102
2797	1593	4102
2798	1594	4101
2799	1594	4100
2800	1595	4099
2801	1595	4098
2802	1596	4097
2803	1596	4096
2804	1596	4095
2805	1597	4095
2806	1597	4094
2807	1598	4093
2808	1598	4092
2809	1599	4091
2810	1599	4090
2811	1600	4090
2812	1600	4089
2813	1600	4088
2814	1601	4087
2815	1601	4086
2816	1602	4085
2817	1602	4085
2818	1603	4084
2819	1604	4084
2820	1604	4083
2821	1605	4082
2822	1605	4081
2823	1605	4080
2824	1606	4079
2825	1606	4079
2826	1607	4078
2827	1607	4077
2828	1608	4077
2829	1609	4076
2830	1609	4075
2831	1610	4075
2832	1610	4074
2833	1611	4073
2834	1611	4073
2835	1612	4072
2836	1612	4071
2837	1613	4071
2838	1613	4070
2839	1614	4069
2840	1614	4068
2841	1615	4067
2842	1615	4067
2843	1616	4066
2844	1616	4066
2845	1618	4067
2846	1618	4067
2847	1619	4066
2848	1620	4066
2849	1620	4065
2850	1621	4065
2851	1621	4064
2852	1622	4063
2853	1622	4062
2854	1623	4062
2855	1623	4061
2856	1624	4061
2857	1624	4060
2858	1625	4059
2859	1625	4058
2860	1626	4058
2861	1626	4057
2862	1627	4057
2863	1628	4056
2864	1628	4056
2865	1629	4055
2866	1629	4055
2867	1630	4054
2868	1631	4054
2869	1632	4054
2870	1632	4054
2871	1633	4053
2872	1633	4052
2873	1634	4052
2874	1634	4051
2875	1635	4050
2876	1635	4050
2877	1636	4049
2878	1636	4048
2879	1637	4048
2880	1638	4047
2881	1638	4046
2882	1639	4046
2883	1639	4045
2884	1640	4044
2885	1640	4044
2886	1641	4043
2887	1641	4043
2888	1642	4042
2889	1642	4041
2890	1643	4040
2891	1643	4040
2892	1644	4039
2893	1644	4038
2894	1645	4039
2895	1646	4039
2896	1647	4039
2897	1648	4039
2898	1648	4038
2899	1649	4037
2900	1649	4036
2901	1650	4035
2902	1650	4035
2903	1651	4034
2904	1651	4033
2905	1652	4033
2906	1652	4032
2907	1652	4031
2908	1653	4030
2909	1653	4029
2910	1654	4028
2911	1654	4027
2912	1655	4027
2913	1655	4026
2914	1656	4025
2915	1656	4024
2916	1657	4023
2917	1657	4022
2918	1657	4021
2919	1658	4021
2920	1658	4020
2921	1659	4020
2922	1660	4021
2923	1661	4021
2924	1662	4021
2925	1663	4020
2926	1663	4020
2927	1664	4020
2928	1665	4019
2929	1665	4019
2930	1666	4018
2931	1666	4017
2932	1667	4016
2933	1667	4016
2934	1668	4015
2935	1668	4014
2936	1669	4013
2937	1669	4012
2938	1669	4012
2939	1670	4011
2940	1670	4010
2941	1671	4009
2942	1671	4009
2943	1672	4008
2944	1673	4008
2945	1675	4011
2946	1677	4014
2947	1679	4017
2948	1681	4020
2949	1683	4022
2950	1684	4024
2951	1686	4025
2952	1687	4026
2953	1688	4027
2954	1689	4027
2955	1690	4028
2956	1691	4028
2957	1692	4029
2958	1693	4029
2959	1694	4029
2960	1695	4029
2961	1695	4029
2962	1696	4028
2963	1696	4027
2964	1697	4027
2965	1697	4026
2966	1698	4025
2967	1698	4024
2968	1699	4023
2969	1699	4022
2970	1699	4021
2971	1700	4021
2972	1700	4020
2973	1701	4019
2974	1701	4018
2975	1702	4017
2976	1702	4016
2977	1703	4015
2978	1703	4015
2979	1704	4014
2980	1704	4014
2981	1705	4013
2982	1705	4012
2983	1706	4011
2984	1706	4011
2985	1707	4010
2986	1707	4009
2987	1708	4009
2988	1709	4008
2989	1709	4008
2990	1710	4008
2991	1711	4007
2992	1711	4006
2993	1712	4006
2994	1712	4005
2995	1713	4004
2996	1713	4004
2997	1714	4003
2998	1714	4002
2999	1715	4002
3000	1715	4001
3001	1716	4000
3002	1716	3999
3003	1717	3999
3004	1717	3998
3005	1718	3998
3006	1718	3997
3007	1719	3997
3008	1719	3996
3009	1720	3995
3010	1720	3994
3011	1721	3993
3012	1722	3993
3013	1722	3992
3014	1723	3992
3015	1724	3992
3016	1724	3991
3017	1725	3991
3018	1725	3990
3019	1726	3989
3020	1726	3988
3021	1727	3987
3022	1727	3987
3023	1728	3986
3024	1728	3985
3025	1728	3984
3026	1729	3983
3027	1729	3983
3028	1730	3982
3029	1730	3981
3030	1731	3980
3031	1731	3980
3032	1732	3979
3033	1732	3978
3034	1733	3977
3035	1733	3977
3036	1734	3976
3037	1734	3975
3038	1735	3974
3039	1735	3974
3040	1736	3973
3041	1736	3972
3042	1737	3971
3043	1738	3971
3044	1738	3971
3045	1739	3970
3046	1739	3969
3047	1740	3969
3048	1740	3968
3049	1741	3967
3050	1741	3966
3051	1742	3966
3052	1742	3965
3053	1743	3964
3054	1743	3963
3055	1744	3963
3056	1744	3962
3057	1745	3961
3058	1745	3961
3059	1746	3960
3060	1746	3959
3061	1747	3958
3062	1747	3958
3063	1748	3957
3064	1748	3956
3065	1749	3955
3066	1749	3955
3067	1750	3954
3068	1750	3953
3069	1751	3952
3070	1751	3952
3071	1752	3952
3072	1753	3952
3073	1753	3951
3074	1754	3950
3075	1754	3949
3076	1755	3949
3077	1755	3948
3078	1756	3947
3079	1756	3946
3080	1757	3945
3081	1757	3945
3082	1758	3944
3083	1759	3945
3084	1759	3944
3085	1760	3943
3086	1760	3942
3087	1761	3941
3088	1761	3941
3089	1761	3940
3090	1762	3939
3091	1762	3938
3092	1763	3937
3093	1763	3936
3094	1764	3936
3095	1764	3935
3096	1765	3934
3097	1765	3933
3098	1766	3933
3099	1766	3932
3100	1767	3932
3101	1768	3932
3102	1768	3931
3103	1769	3930
3104	1769	3929
3105	1770	3929
3106	1770	3928
3107	1771	3929
3108	1772	3928
3109	1773	3928
3110	1773	3928
3111	1774	3927
3112	1775	3926
3113	1775	3926
3114	1776	3925
3115	1776	3924
3116	1777	3924
3117	1777	3923
3118	1778	3922
3119	1778	3922
3120	1779	3921
3121	1780	3921
3122	1780	3921
3123	1781	3921
3124	1781	3920
3125	1782	3919
3126	1783	3919
3127	1783	3918
3128	1784	3917
3129	1784	3917
3130	1785	3916
3131	1785	3916
3132	1786	3915
3133	1786	3914
3134	1787	3914
3135	1788	3913
3136	1788	3913
3137	1789	3912
3138	1789	3911
3139	1790	3911
3140	1790	3910
3141	1791	3910
3142	1791	3909
3143	1792	3908
3144	1793	3908
3145	1793	3908
3146	1795	3909
3147	1796	3909
3148	1796	3908
3149	1797	3908
3150	1797	3907
3151	1798	3907
3152	1798	3906
3153	1799	3905
3154	1800	3905
3155	1800	3904
3156	1801	3904
3157	1801	3903
3158	1802	3903
3159	1802	3902
3160	1803	3901
3161	1803	3901
3162	1804	3900
3163	1805	3899
3164	1805	3899
3165	1806	3898
3166	1806	3897
3167	1807	3896
3168	1807	3896
3169	1807	3895
3170	1809	3895
3171	1809	3895
3172	1810	3895
3173	1811	3895
3174	1811	3894
3175	1812	3894
3176	1812	3893
3177	1813	3892
3178	1813	3891
3179	1814	3890
3180	1814	3890
3181	1815	3889
3182	1815	3888
3183	1816	3887
3184	1816	3886
3185	1816	3885
3186	1817	3885
3187	1817	3884
3188	1818	3883
3189	1818	3882
3190	1819	3882
3191	1819	3881
3192	1820	3880
3193	1820	3880
3194	1821	3879
3195	1821	3878
3196	1822	3877
3197	1822	3877
3198	1823	3876
3199	1824	3877
3200	1825	3876
3201	1825	3875
3202	1825	3874
3203	1826	3873
3204	1826	3873
3205	1827	3872
3206	1827	3871
3207	1828	3870
3208	1828	3869
3209	1829	3868
3210	1829	3868
3211	1829	3867
3212	1830	3866
3213	1830	3865
3214	1831	3864
3215	1831	3864
3216	1832	3863
3217	1832	3862
3218	1833	3862
3219	1833	3861
3220	1834	3860
3221	1834	3859
3222	1835	3858
3223	1835	3858
3224	1836	3857
3225	1836	3857
3226	1837	3856
3227	1838	3856
3228	1838	3855
3229	1839	3855
3230	1839	3854
3231	1840	3853
3232	1840	3852
3233	1841	3851
3234	1841	3851
3235	1842	3850
3236	1842	3849
3237	1843	3848
3238	1843	3848
3239	1843	3847
3240	1844	3846
3241	1844	3845
3242	1845	3844
3243	1845	3843
3244	1846	3843
3245	1846	3842
3246	1847	3841
3247	1847	3840
3248	1848	3840
3249	1848	3839
3250	1848	3838
3251	1849	3837
3252	1849	3836
3253	1850	3835
3254	1850	3835
3255	1851	3835
3256	1852	3834
3257	1852	3834
3258	1853	3833
3259	1853	3832
3260	1854	3832
3261	1854	3831
3262	1855	3830
3263	1855	3829
3264	1856	3828
3265	1856	3828
3266	1857	3827
3267	1857	3826
3268	1857	3825
3269	1858	3824
3270	1858	3824
3271	1859	3823
3272	1859	3822
3273	1860	3821
3274	1860	3820
3275	1861	3820
3276	1861	3819
3277	1862	3818
3278	1862	3817
3279	1863	3816
3280	1863	3816
3281	1863	3815
3282	1864	3814
3283	1864	3813
3284	1865	3813
3285	1867	3815
3286	1867	3814
3287	1868	3814
3288	1868	3813
3289	1869	3812
3290	1869	3812
3291	1870	3811
3292	1870	3810
3293	1871	3809
3294	1871	3809
3295	1872	3808
3296	1872	3807
3297	1873	3806
3298	1873	3805
3299	1874	3805
3300	1874	3804
3301	1875	3803
3302	1875	3802
3303	1875	3801
3304	1876	3801
3305	1876	3800
3306	1877	3799
3307	1877	3798
3308	1878	3797
3309	1878	3797
3310	1879	3796
3311	1880	3796
3312	1880	3795
3313	1881	3795
3314	1881	3794
3315	1882	3793
3316	1882	3793
3317	1883	3792
3318	1883	3791
3319	1884	3790
3320	1884	3790
3321	1885	3789
3322	1885	3788
3323	1885	3787
3324	1886	3787
3325	1886	3786
3326	1887	3785
3327	1887	3784
3328	1888	3783
3329	1888	3783
3330	1889	3782
3331	1889	3781
3332	1890	3780
3333	1890	3779
3334	1891	3779
3335	1891	3778
3336	1891	3777
3337	1892	3776
3338	1892	3776
3339	1893	3775
3340	1893	3774
3341	1894	3774
3342	1895	3774
3343	1895	3773
3344	1896	3772
3345	1896	3771
3346	1897	3771
3347	1897	3770
3348	1898	3769
3349	1898	3769
3350	1899	3768
3351	1899	3768
3352	1900	3767
3353	1900	3766
3354	1901	3765
3355	1901	3765
3356	1902	3764
3357	1902	3763
3358	1903	3762
3359	1903	3762
3360	1904	3761
3361	1904	3760
3362	1905	3759
3363	1905	3759
3364	1906	3758
3365	1906	3757
3366	1906	3756
3367	1907	3755
3368	1907	3755
3369	1908	3755
3370	1909	3754
3371	1909	3753
3372	1910	3753
3373	1910	3752
3374	1911	3751
3375	1911	3751
3376	1912	3750
3377	1912	3749
3378	1913	3748
3379	1913	3747
3380	1914	3747
3381	1914	3745
3382	1914	3745
3383	1915	3744
3384	1915	3743
3385	1916	3742
3386	1916	3742
3387	1917	3741
3388	1917	3740
3389	1917	3739
3390	1918	3738
3391	1918	3738
3392	1919	3737
3393	1919	3736
3394	1920	3735
3395	1920	3735
3396	1921	3734
3397	1921	3733
3398	1922	3732
3399	1922	3732
3400	1923	3732
3401	1924	3731
3402	1924	3731
3403	1925	3730
