,day,future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader
0,2021-01-03,0.3899729996919632,0.9552315473556519,0.8422502279281616,0.4267368018627167,0.252644044,0.4780469536781311,0.84475,0.08134135576471066,0.19768210602147063,0.3244869689539075,0.24074471713779735,0.45703128698962914,0.8067624675512314,0.21758623866293145,0.399492781574768,0.7128706699728966,0.12308918692946733,0.19399237284808102,0.36488027809411283
1,2021-01-04,0.28224431143866646,0.9772552185588412,0.8846643500857883,0.27818819383780163,0.24320922122222222,0.723876453599789,0.3789222222222222,0.049155545404525505,0.1994342689541275,0.11794857940110896,0.23965841666758406,0.7099949301289952,0.3702278446435929,0.23369544105112888,0.659742360413144,0.35572992044621043,0.06632498169890882,0.1891593476076641,0.07617152112060123
2,2021-01-05,0.31216629168816973,0.9714961647987366,0.8607475331851414,0.2945843051586832,0.32672038757142857,0.6511884825969381,0.37815714285714286,0.11473902151812472,0.22100606144467225,0.144698813327189,0.3170431215254316,0.6291286972853319,0.37192473766292844,0.2918629854789393,0.5654607757427025,0.40004608256731716,0.11365673832069143,0.17029494107913876,0.08088674609437585
3,2021-01-06,0.3974994644522667,0.9767792522907257,0.7593476325273514,0.341865137219429,-0.4782155752125,0.6842267556348816,0.33809999999999996,-0.19712860120042597,0.26464904769015324,0.136963695159927,-0.4625762987667291,0.6690940507636816,0.3290015639014542,-0.305726291470116,0.509945915016856,0.25978284246474503,-0.1895519089332887,0.23031255549747615,0.11084766571559013
4,2021-01-07,0.3847542819049623,0.9693993462456597,0.870556480354733,0.3120429399940703,0.15945269055555555,0.41495087142619824,0.5543333333333333,0.05632636641608625,0.12419767487471844,0.19938407110191053,0.15370398861690546,0.40464084094248076,0.5360910520778762,0.13052180649539102,0.3626001601707348,0.47964127576947213,0.04901364345422057,0.12878230975656957,0.1655903724418746
5,2021-01-08,0.34192201495170593,0.9828513562679291,0.8909501731395721,0.34763459861278534,0.040670845,0.07122361660003662,0.34045000000000003,0.013367395540013285,0.02123968889355332,0.1022322123259306,0.04001681246645865,0.0702530683837903,0.33575386685729025,0.03631387323849794,0.06390835444719478,0.3053804834276438,0.013228318439777181,0.019500750465097916,0.09440678845345973
6,2021-01-09,0.3101612428824107,0.9342050850391388,0.916983296473821,0.33280228823423386,0.5087733414166667,0.33288278927405673,0.5558500000000001,0.18751049708865367,0.1134336192365754,0.17297968938251337,0.4967199840236874,0.3066727268312827,0.5205718136678139,0.46901724493388147,0.30936458200838857,0.5052710873305798,0.17505274594865097,0.10237809820876675,0.1890637331488232
7,2021-01-11,0.2997804411820003,0.9783422010285514,0.8868745480264936,0.28594600941453663,0.35155012385714285,0.6730711247239795,0.2895857142857143,0.09527729931767545,0.1948606391934581,0.10455184194615907,0.34446826147766396,0.6587778658738356,0.2836374827444553,0.3358232891178514,0.6008596835949872,0.24481315178956306,0.10224146654320303,0.18987843659966835,0.11513756702372005
8,2021-01-12,0.24708719877526164,0.959571361541748,0.8994977995753288,0.2655935948714614,0.18357845374999998,0.6582386743393727,0.3815,-0.011052472309265635,0.16902160630350388,0.10641349043045194,0.18088214552250403,0.6348984533049575,0.36457408367991445,0.15213137850151182,0.5934091220416303,0.3385300790801644,0.0284551582983721,0.15175447044671267,0.09676127767032013
9,2021-01-13,0.23573668021708727,0.9745555147528648,0.8378729373216629,0.3603576608002186,-0.017581346625000008,0.47908873204141855,0.258975,0.01580406875729982,0.11702474845537743,0.09532463365606964,-0.021605517122197333,0.4644304086974169,0.24654627928584813,0.02417796468900981,0.41174958688525143,0.22373028521463273,-0.012332725869775367,0.1852297444898375,0.10726400716155766
10,2021-01-14,0.3384713563654158,0.9761188692516751,0.9020186397764418,0.24724788632657793,0.03911928433333334,0.6919612903147936,0.5433777777777777,0.01895873654023427,0.21533520211347076,0.19218433580961491,0.03766335737080856,0.675702727921212,0.5298981072187423,0.023431153928171567,0.6326635878584237,0.48385646727614934,0.023736142762883432,0.15547565767344856,0.15060347505269778
