,day,future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader
0,2021-01-01,0.417315348982811,0.9643949419260025,0.9176723957061768,0.47523741424083704,0.272434254,0.41190074384212494,0.179375,0.11246332969663192,0.17274970835953907,0.07317069863900542,0.2622996448957727,0.3977029202549067,0.17217910479754212,0.245821576763092,0.38268738149641135,0.15600043009966613,0.12930192601357215,0.1959480801053208,0.08485056897625327
1,2021-01-04,0.28130872547626495,0.9819077849388123,0.8214743932088217,0.3766611913839976,-0.5854788563333333,0.7984331184998155,-0.3315,-0.15933671760024345,0.2211231731939569,-0.08312077160477639,-0.5761335374097442,0.7838342603226591,-0.32638683560093246,-0.472051017391596,0.6431134260684317,-0.24480559487541517,-0.19887503292165773,0.29819790727725265,-0.10155856657028199
2,2021-01-05,0.2279226531585057,0.9820317625999451,0.812138557434082,0.31698283056418103,-0.626295054,0.6461669141426682,0.2111666666666667,-0.17274503895440907,0.15456329821846174,0.034628824076553176,-0.6135534589524954,0.6358267465334387,0.20472409354448326,-0.5280018072208007,0.5320477398973308,0.15756267402172092,-0.23747604854481683,0.20944870747336233,0.05924168732414644
3,2021-01-06,0.4564727048079173,0.9614432056744894,0.8322701851526896,0.4242579440275828,0.27963900166666666,0.3243687351544698,0.48353333333333337,0.13157043306253177,0.14735556763192884,0.22982131987214086,0.26949737921827605,0.3116426014561225,0.4695683448990186,0.21407737148584963,0.2721962294473054,0.3943454545974731,0.13880035034938182,0.1350816921644006,0.21759232492248218
4,2021-01-07,0.33398086577653885,0.928750142455101,0.7544561624526978,0.39438919723033905,0.15542724250000006,0.24459136277437216,-0.344,0.02672304094527471,0.08901537548191187,-0.0841649924583733,0.14265455606281896,0.22786669667482068,-0.32497856218367815,0.08468703998172884,0.19626050099123485,-0.3014772558152675,0.07091982610471287,0.09259014810320679,-0.10838345217406745
5,2021-01-08,0.3715712577104568,0.9148975610733032,0.7017558217048645,0.4560195058584213,-0.29121998,0.3573923856019974,-0.85155,-0.14260738919173552,0.12857701445887357,-0.32077208849340677,-0.2710461319114458,0.32641194277791286,-0.7796653737664223,-0.22602771845460354,0.24814481616032683,-0.6003262477755547,-0.1464556726980169,0.16130297413037553,-0.39005424648225306
6,2021-01-09,0.3338752508163452,0.9515790939331055,0.7555926680564881,0.45240408182144165,-0.2965146588,0.5709985896945,0.09212000000000001,-0.08767096361552484,0.1740041646728141,0.03603826258420943,-0.28011513682582573,0.5411893814686923,0.0877038305425644,-0.1921338110943992,0.39918546712318465,0.10028227800130844,-0.14290310957794589,0.26243337682174717,0.03779704056382178
7,2021-01-10,0.2514815032482147,0.9689186215400696,0.875032365322113,0.4481226801872253,-0.525901955,0.23739299178123474,0.34,-0.132254614204575,0.059699946433735995,0.08550371110439302,-0.5095561973038277,0.23001449035994703,0.3294323313236237,-0.46018123161117347,0.20772655110922678,0.2975110042095185,-0.23566859359030157,0.10638118373467086,0.1523617112636566
8,2021-01-11,0.3296056687831878,0.9563132325808207,0.8535618185997009,0.41646188497543335,-0.7849876466666666,0.6130927441020807,0.1925,-0.2674632488514854,0.22693516696079297,-0.0177021328856548,-0.7539825296996324,0.5946922245250391,0.1663555080453555,-0.6672817584665024,0.519078676022608,0.1427460837364197,-0.33195685003436165,0.26740014756476654,0.06314562097986538
9,2021-01-12,0.3938941061496734,0.953380000591278,0.7060691833496093,0.3651734769344329,-0.5765878054,0.7601465115323663,-0.48572,-0.238359932072879,0.32709183102034556,-0.2100886458957195,-0.5411345474118583,0.723025871444262,-0.459995598282814,-0.40256111223274305,0.4980544493386302,-0.3238037677228451,-0.22297654180755871,0.2694113464279935,-0.17874428139984605
