future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,EURUSD=X_Close,BA_Open,BA_High,BA_Low,BA_Close,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,target_1,target_5,target_10,target_20,minmax_^GSPC_Volume,minmax_BA_Volume,minmax_daily_variation,minmax_high_close_pressure,minmax_low_open_pressure,minmax_low_norm,minmax_close_norm,minmax_high_norm,minmax_open_norm
0.25038920938968656,0.5786369651556014,0.550603437423706,0.28514244854450216,0.1634605524,0.24714044630527493,0.107625,0.06747799781797914,0.10364982501572341,0.043902419183403235,0.1573797869374636,0.238621752152944,0.10330746287852526,0.14749294605785518,0.22961242889784678,0.09360025805979966,0.07758115560814326,0.11756884806319248,0.05091034138575192,2021-01-01,3756.070068359375,1.218026876449585,216.2400054931641,216.8999938964844,212.6999969482422,214.05999755859372,0.07167674733903526,0.16643633398964428,0.1569018776718339,0.08202011501902921,0.47228950971000033,0.6829123762771429,0.1383173971635755,220.46727997073666,-0.06368645730715951,0.0,-0.01433199272247343,-0.026234198414299748,-0.08353673387069271,0.0,0.014213695517916847,0.012500405590541774,0.015278231015502186,-0.0544306155565355,-0.019625140402606434,-0.04656891001995511,-0.0974192643532028,0.1780615860102587,0.2182810296975832,0.0909364704306469,0.11812147326544785,0.8377818251726916,0.47415260534676396,0.4086820580613888,0.366260657393247,0.4147235182716824
0.2813087254762649,0.9819077849388124,0.8214743932088217,0.3766611913839976,-0.5854788563333333,0.7984331184998155,-0.3315,-0.1593367176002434,0.2211231731939569,-0.0831207716047763,-0.5761335374097442,0.7838342603226591,-0.3263868356009324,-0.472051017391596,0.6431134260684317,-0.2448055948754151,-0.1988750329216577,0.2981979072772526,-0.1015585665702819,2021-01-04,3700.64990234375,1.2250697612762451,210.0,210.1999969482422,202.4900054931641,202.72000122070312,-0.00711143867035426,-0.03956203756267248,-0.02458106206619313,-0.0007452307382290005,0.352124583274923,0.5368128192898427,0.007697316178253232,217.87921377779574,-0.11668844784007354,-0.0544306155565355,-0.06386924802778182,-0.07866052029274684,-0.16115897412266555,-0.014864762712026192,-0.009335774732521784,0.0015495713654249954,0.0023509817424400836,0.04301376735031326,0.019878030504139943,0.007861705536580388,-0.03452774196998565,0.4000623937432135,0.49916947215050467,0.2442797609589291,0.3203532791474278,0.6456343897858792,0.3636872400887303,0.28938727895749405,0.3056741226744193,0.3575988178587468
0.2279226531585057,0.9820317625999452,0.812138557434082,0.316982830564181,-0.626295054,0.6461669141426682,0.2111666666666667,-0.172745038954409,0.1545632982184617,0.0346288240765531,-0.6135534589524954,0.6358267465334387,0.2047240935444832,-0.5280018072208007,0.5320477398973308,0.1575626740217209,-0.2374760485448168,0.2094487074733623,0.0592416873241464,2021-01-05,3726.860107421875,1.2251598834991455,204.7400054931641,213.3500061035156,204.6000061035156,211.6300048828125,0.005482361113535265,0.07566579370847552,0.053869535566083655,0.010404782084230636,0.4668954076069721,0.58232330205241,0.35153843806340035,216.11002123560507,-0.0630450725736586,0.04301376735031326,-0.021595655867225005,-0.03322716316728869,-0.1114046882396007,0.00705763138336124,-4.827852188071802e-05,0.010682447440556686,0.006625341955629693,-0.0028391922650428114,-0.015332179000206558,-0.0043566775529795265,-0.05183312176066934,0.34879553473614466,0.44980080410790846,0.29769180588097843,0.07555673162237712,0.9932242920930938,0.4178946738142906,0.43321601201846294,0.3770949720054708,0.302290228679031
0.4564727048079173,0.9614432056744894,0.8322701851526896,0.4242579440275828,0.2796390016666666,0.3243687351544698,0.4835333333333333,0.1315704330625317,0.1473555676319288,0.2298213198721408,0.269497379218276,0.3116426014561225,0.4695683448990186,0.2140773714858496,0.2721962294473054,0.3943454545974731,0.1388003503493818,0.1350816921644006,0.2175923249224821,2021-01-06,3748.139892578125,1.230027437210083,210.22000122070312,215.6100006103516,209.33999633789065,211.02999877929688,0.16958244018886712,0.35023610852447234,0.29353968517687606,0.1638247891454215,0.46097327380368625,0.615366601539897,0.389776257701652,215.07061533237012,-0.04614900768560452,-0.0028391922650428114,-0.026375152588002493,-0.04021717517432677,-0.09499565071909633,0.005693603382475487,0.004304676765514159,0.01563051755121414,0.020299910286578182,0.007929469559314839,-0.018267493509460664,0.001988251806249508,-0.017399221997451697,0.5269187889809748,0.36776557926374687,0.1831927959379068,0.19594705296559597,0.9585196615080915,0.5009436054635721,0.4389368420445443,0.42565161928795314,0.40336038663983365
0.3339808657765388,0.928750142455101,0.7544561624526978,0.394389197230339,0.1554272425,0.2445913627743721,-0.344,0.0267230409452747,0.0890153754819118,-0.0841649924583733,0.1426545560628189,0.2278666966748206,-0.3249785621836781,0.0846870399817288,0.1962605009912348,-0.3014772558152675,0.0709198261047128,0.0925901481032067,-0.1083834521740674,2021-01-07,3803.7900390625,1.2341108322143557,213.38999938964844,216.6000061035156,211.77999877929688,212.7100067138672,0.010524474656271062,0.015180896851320458,-0.0068432382807679755,0.018375507344617372,0.4808300397630201,0.6854501916573601,0.4664539767238911,214.38204198029712,-0.032036374453391636,0.007929469559314839,-0.006326570911950213,-0.020658563634423643,-0.09722723737972139,0.0147382601077517,0.012624732161562235,0.026838427679479082,0.036324104922101697,-0.01329856949065622,-0.013250882367028538,-0.025232238941870655,-0.009779254948587557,0.4102388616285735,0.322561321729486,0.1190037034601325,0.16395421635179655,0.9252376020551009,0.5462142383642101,0.47129161548972753,0.45055999997418317,0.46363594629577864
0.3400141054391861,0.933038079738617,0.7471784996986389,0.4537170559167862,-0.33921531076,0.37611374765634537,-0.424506,-0.12954954907906124,0.12388703089663411,-0.16815485835832356,-0.3205619459727982,0.35008794003247556,-0.38437199188661575,-0.2660796396138766,0.2702692933426783,-0.28063709222316735,-0.16358774425245962,0.17054469658950888,-0.19600079752385613,2021-01-08,3824.679931640625,1.227144479751587,213.6100006103516,214.1000061035156,208.16000366210935,209.8999938964844,-0.05793912551358356,-0.11828199927564612,-0.09214914616478857,-0.06301461506226895,0.4509095109296963,0.7070299766234197,0.33820138408641864,213.85572647968053,-0.04290731734468793,-0.01329856949065622,-0.019625140402606434,-0.033957133125079864,-0.09288187341613519,0.005476837393516121,0.018101569555078356,0.0323152650729952,0.04306674039984948,-0.014927444649789123,-0.02694376961734868,-0.019532047565939514,-0.009429748374821578,0.3708050485728036,0.3139264479304816,0.16529486134671872,0.17683820181595136,0.7471832047022091,0.5009804499237123,0.4397913251213761,0.42131156695039396,0.4753319438028667
0.3296056687831878,0.9563132325808208,0.8535618185997009,0.4164618849754333,-0.7849876466666666,0.6130927441020807,0.1925,-0.2674632488514854,0.2269351669607929,-0.0177021328856548,-0.7539825296996324,0.5946922245250391,0.1663555080453555,-0.6672817584665024,0.519078676022608,0.1427460837364197,-0.3319568500343616,0.2674001475647665,0.0631456209798653,2021-01-11,3799.610107421875,1.218620538711548,203.02999877929688,207.77999877929688,201.00999450683597,206.7899932861328,-0.01941007159211577,0.0023550676235874015,-0.0018189995691582177,-0.0004703604965766023,0.4197757306651404,0.6494461404676537,0.2471141056059567,212.59530725570465,-0.05480393802021849,-0.014927444649789123,0.019878030504139943,-0.04399121752364188,-0.10035746214127528,-0.006576327616620858,0.02639000465048369,0.017054229917961905,0.04085920102837548,0.007803557845966758,-0.012016324967559555,-0.016725942656111492,0.0246466303015751,0.3336094296776565,0.3826261421392828,0.21439931894165817,0.04385554486251141,0.9014121671509127,0.41404189787161094,0.4138509135320878,0.34570082932549573,0.3279090854195763
0.3938941061496734,0.953380000591278,0.7060691833496093,0.3651734769344329,-0.5765878054,0.7601465115323663,-0.48572,-0.238359932072879,0.3270918310203455,-0.2100886458957195,-0.5411345474118583,0.723025871444262,-0.459995598282814,-0.402561112232743,0.4980544493386302,-0.3238037677228451,-0.2229765418075587,0.2694113464279935,-0.178744281399846,2021-01-12,3801.18994140625,1.2160701751708984,206.6499938964844,209.05999755859372,204.80999755859372,208.41000366210935,-0.040452248982750995,-0.09270142475013676,-0.07610347687231929,-0.04410315892647038,0.4414116972646692,0.6513730819637763,0.3580072477408921,211.72669520114366,-0.051345071027096026,0.007803557845966758,-0.015332179000206558,-0.036927834867431564,-0.09639571855604245,0.0004157020305690651,0.019748075297691514,0.019699796775810796,0.0284364210367265,-0.005774506774296917,0.010975501447227032,-0.030942640027552315,0.0316886783179644,0.3976379856978063,0.2797165480385156,0.10107570001857219,0.02828922178653024,0.911770705620584,0.48215009180695345,0.44813094717288626,0.3776553794911339,0.39857218020414864
0.496679276227951,0.9879510402679444,0.8582406044006348,0.4823624789714813,-0.95523567,0.071362555027008,0.802,-0.4744457612027218,0.0354443021805916,0.3983367795348167,-0.9437260738775468,0.070502710475111,0.7923367342948915,-0.8198220387658453,0.0612462423579529,0.6883089647293091,-0.4607698457831838,0.0344226189485663,0.386854708135128,2021-01-13,3809.840087890625,1.220889449119568,207.1499938964844,208.7899932861328,204.8500061035156,207.2100067138672,-0.013554893162437834,-0.026962209702514766,-0.023422277226194388,-0.013164172899829832,0.4286607867603167,0.6623181432305583,0.29995223784519504,211.30003621324127,-0.0457747523002723,-0.005774506774296917,-0.018267493509460664,-0.04464264609746316,-0.0862267867420794,0.0022730563867252584,0.016327528301941285,0.020632205067455445,0.028938251803127812,0.012946080701746965,0.020255745315710172,-0.06572002417839062,0.022476032153242897,0.3501848837856074,0.1681328426025473,0.0873636881904819,0.06859865330837948,0.8899799468846782,0.48883586759072495,0.43726108597637303,0.37993063536185145,0.4131554085577398
0.3315413780510425,0.9693437665700912,0.8850222676992416,0.3069205339998007,-0.33812074575,0.4793347455561161,0.34745,-0.1276809655376347,0.1614998259654691,0.1257014673516154,-0.3301609903149334,0.4661105837396023,0.3372169231384992,-0.283740113849769,0.4518054053457702,0.2767034910231828,-0.0535945841867123,0.1193648106737096,0.1032073978632688,2021-01-14,3795.5400390625,1.2162491083145142,208.7899932861328,214.19000244140625,208.2100067138672,209.91000366210935,0.05317344259314993,0.1577221721877227,0.148256260839728,0.05632587478342203,0.4660354750854382,0.6272588757830917,0.43057619466289077,211.05194415417327,-0.03334096448479002,0.012946080701746965,-0.013250882367028538,-0.01957745327897875,-0.05256922508345241,-0.00376051306874281,-0.0021712448745532242,0.010453487287009011,0.019436595925402145,-0.02699145674097636,-0.011981356574842117,-0.06230834611892355,0.0035665919203689,0.4222484480160966,0.26953048364187115,0.17268649886737428,0.18436610622112806,0.97247422834785,0.5420697916400985,0.47832498573167115,0.46493320024405893,0.44315849805609187
