MAE,RMSE,R2 Score,MAPE,Accuracy,Precision,Recall,F1 Score,AUC,Model
0.032831377798897526,0.039929879110699416,0.15759476557365948,201.18420509387153,0.5609756097560976,1.0,0.21739130434782608,0.3571428571428571,0.9227053140096619,NFLX_news_Validation
0.05260078945393803,0.06813529526244214,-1.4528407381023256,355.40270140325805,0.43902439024390244,0.5,0.43478260869565216,0.46511627906976744,0.3840579710144928,NFLX_baseline_Validation
0.08046644244274019,0.0987911627132674,-1.52110738487025,322.27228820361563,0.509090909090909,0.5185185185185185,0.5,0.509090909090909,0.43783068783068785,NFLX_full_Testing
0.0461661836248001,0.060943942755432114,0.04056347958404383,117.3451851028605,0.6363636363636364,0.75,0.42857142857142855,0.5454545454545454,0.7328042328042328,NFLX_fin_Testing
0.05002622941899709,0.06547797251123329,-0.10750474955003564,128.87319095418758,0.509090909090909,1.0,0.03571428571428571,0.0689655172413793,0.6111111111111112,NFLX_news_Testing
0.066305940224698,0.0861760108650055,-0.9183503419039294,310.20008579888525,0.6727272727272727,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.7275132275132276,NFLX_baseline_Testing
0.03726261249563792,0.046983082387526784,0.6806259296323293,680.9580947940758,0.7956656346749226,0.8924302788844621,0.6808510638297872,0.7724137931034482,0.9043847621604518,TSLA_full_Training
0.06455001977478107,0.08223161514058679,0.021649925069868958,151.7956589237093,0.5619195046439629,0.5732484076433121,0.547112462006079,0.5598755832037325,0.5558954100466954,TSLA_fin_Training
0.05285609608729637,0.06750619815901764,0.34066832309956907,534.0850499763732,0.6702786377708978,0.7027972027972028,0.6109422492401215,0.6536585365853658,0.7543075757721035,TSLA_news_Training
0.08547118885757289,0.10920434681316823,-0.7254266146771968,783.5491449831366,0.5294117647058824,0.5382262996941896,0.5349544072948328,0.5365853658536586,0.5392020557467903,TSLA_baseline_Training
0.050347105271128755,0.06396665734375946,-0.07977004508226004,195.76792175024445,0.7317073170731707,0.7142857142857143,0.5882352941176471,0.6451612903225806,0.8235294117647058,TSLA_full_Validation
0.052905068850033515,0.062239775758979675,-0.022256781448078078,124.50859065048354,0.5121951219512195,0.4,0.35294117647058826,0.37500000000000006,0.5808823529411766,TSLA_fin_Validation
0.04368414119292493,0.05035210072408063,0.33094911369850166,136.23411903234427,0.7317073170731707,0.65,0.7647058823529411,0.7027027027027027,0.7843137254901961,TSLA_news_Validation
0.07619021985492475,0.09228097819238208,-1.2472342257142532,444.28833422985343,0.5121951219512195,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.47794117647058826,TSLA_baseline_Validation
0.08874186592441012,0.11759895807793627,-1.3225355967525294,243.87319710662493,0.38181818181818183,0.35,0.25,0.2916666666666667,0.43121693121693117,TSLA_full_Testing
0.06518221941240454,0.07961324267009083,-0.06445193943352545,100.44335438178169,0.34545454545454546,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,TSLA_fin_Testing
0.06591784626154339,0.08236762279444311,-0.13937974648269646,125.83260815166764,0.4727272727272727,0.47368421052631576,0.32142857142857145,0.3829787234042553,0.4973544973544973,TSLA_news_Testing
0.09559627624154296,0.10563297435692912,-0.8739346791058424,353.47052068090267,0.4909090909090909,0.5,0.4642857142857143,0.4814814814814815,0.5092592592592593,TSLA_baseline_Testing
