,future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,EURUSD=X_Close,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,target_1,target_5,target_10,target_20,minmax_^GSPC_Volume,minmax_NFLX_Volume,minmax_daily_variation,minmax_high_close_pressure,minmax_low_open_pressure,minmax_low_norm,minmax_close_norm,minmax_high_norm,minmax_open_norm
0,0.3285466011613607,0.9701197470227878,0.8141122440497081,0.3405920489380757,0.1110077566416666,0.6102596629643813,0.2247358333333333,0.0337790841649301,0.1929806693488797,0.0788294680693621,0.1117031695399947,0.5940635196163706,0.2294611792744695,0.1368608683900219,0.4973768919539809,0.256770881686757,0.0250573073034626,0.2048759602745508,0.0524191158875202,2023-09-01,1.0844104290008545,0.1018630738610573,0.3117426228102783,0.2970028806769199,0.0941174611551779,0.5779124054765107,0.5808516010590975,0.8813095165204164,0.0282855816963016,0.0141950554795116,0.0557446034315436,0.0837760771756457,0.0190027260174803,0.0017975127655187,0.0246743012786243,0.0328790828789582,0.0083925496927736,0.0,0.0066161997235978,-0.1027168316283821,-0.1526665231077455,0.18618970116299036,0.0265321123419099,0.10414628305388046,0.13985393376992858,0.9691556155721239,0.7346396164088125,0.6792076483343537,0.6270351692626353,0.6596175194111975
1,0.2924655079841614,0.97555211186409,0.8229696154594421,0.312718778848648,0.1191920505,0.8595225345343351,-0.045,0.0259779931113645,0.2475482664935858,-0.0493750505149364,0.1169635285802286,0.8388048072828267,-0.0411048716306686,0.1087472609696551,0.7119589548403837,0.0064148926734924,0.0293808355818086,0.2653830856611362,-0.0462546160817146,2023-09-04,1.07758629322052,0.0747170696966713,0.3048878214107955,0.2757070361611771,0.0828364350537434,0.5779124054765107,0.5808516010590975,0.8813095165204164,0.0381873783564471,0.0,0.050877016489272,0.0745242463841497,-0.0019985582328461,0.0,0.0184292226844284,0.0260234480191581,-0.0005910692720831,0.0198079489100351,0.0123809374409606,-0.1091363662900271,-0.1454627119348792,0.18618970116299036,0.0265321123419099,0.10414628305388046,0.13985393376992858,0.9691556155721239,0.725985911114079,0.670798878436027,0.6178905132783945,0.6504793036026388
2,0.3589818701148033,0.9798584431409836,0.7636604011058807,0.3224789351224899,-0.2398642239999999,0.7325992514379323,0.2111625,-0.0779944366837396,0.2512706077522508,0.0873007342532277,-0.2316407422695715,0.719382311701991,0.2090455059625208,-0.1106912455126778,0.5525457763318236,0.2263054600782692,-0.1187025338118894,0.2312411532125911,0.0351169733949005,2023-09-05,1.0794472694396973,0.0868589684405796,0.2322623584649801,0.222719996965805,0.0492185309318674,0.6173324126717913,0.5479030134510264,0.913742894180195,0.0799855084663964,0.0198079489100351,0.0425479925611478,0.0824507594099479,0.023406342879193,-0.0042029978213822,-0.0001778438490109,0.0246017812443213,-0.0005668619934073,-0.0065292099538476,-0.031676783477355,-0.1243907573783715,-0.1747280849464925,0.2200455619427187,0.0368560858680866,0.19947959465677087,0.11852352933294125,0.9933269285837006,0.72264079341124,0.7098867218295135,0.6538796408460916,0.6371737754786224
3,0.3260693315948759,0.9670186638832092,0.8755956547600883,0.278929020677294,0.1954815452857143,0.568167251468237,0.4894285714285714,0.0736625227505908,0.184287041572236,0.1569122350860919,0.1896180145248669,0.5522928782809239,0.473102825232063,0.2070581930675595,0.4848427923328507,0.4627845914806638,0.0883129952121788,0.1460724061955444,0.1456363448602812,2023-09-06,1.0726161003112793,0.1382872664696395,0.4050045726792846,0.3848951922936913,0.1266739154226681,0.5973954522559246,0.4975891713302872,0.8609403273933518,0.106104242594603,-0.0065292099538476,0.0251935591067198,0.0417095004484053,0.0385569352070414,-0.0069960144914311,-0.0109997125216345,0.0066214360420993,-0.0004992573827919,-0.0058949322361163,-0.0781750321684553,-0.1431664744268879,-0.1678008284201526,0.20705895725061244,0.019493521210776965,0.12149263631020116,0.13670515979229061,0.8642335884012479,0.7194876379402322,0.6724968268721798,0.619298939064409,0.6867361887097614
4,0.3939663980688367,0.9692674704960416,0.7498349632535662,0.3405533071075167,-0.1504483937142857,0.5404517517558166,-0.0094428571428571,-0.0678108620302829,0.2340502219632245,0.0065216998862368,-0.1449836792147211,0.5254049128059947,-0.004001981983866,-0.0980589624021149,0.4019218144725937,0.0081902163931301,-0.0676503579453348,0.2011136881752049,-0.0229720872985465,2023-09-07,1.0724204778671265,0.0575870199397261,0.1254730838691358,0.1040176894878696,0.0368304143104412,0.579317010144678,0.4760548593441121,0.808897215462537,0.0954441351337344,-0.0058949322361163,0.0215788621995827,0.0852446177832533,0.030147058734343,-0.0032164331157336,-0.0126179326630282,0.0169543569103733,-0.0039663730196064,-0.0007676069964732,-0.1011970072396506,-0.1428526948378552,-0.1734071707172297,0.24876482153696586,0.012380744025562397,0.07596569366022729,0.036050318653308044,0.9243380632622332,0.6798707849086014,0.6414657323473163,0.5578685742308274,0.6197989619974904
5,0.3407425160706042,0.9720540785789488,0.8364750635623932,0.255302300453186,-0.141025079802,0.643058813563548,0.081688,-0.0700172676510966,0.2156164909995546,0.0249168449108153,-0.1367423335233359,0.6269651476841039,0.0809891087069512,-0.0741460861393697,0.5230219420728025,0.1133539771409034,-0.0480607112844141,0.1583994268120443,0.0136909963243902,2023-09-08,1.0697818994522097,0.0568386894197578,0.1904039742892397,0.1874099443581121,0.0413432372840068,0.5768770665564492,0.4866497033313586,0.7747456707057708,0.0845232029337058,-0.0007676069964732,0.0066161997235978,0.0623608031551414,0.0489188624898311,0.0014256060622575,-0.0129898393662895,0.0116844619123348,-0.0014705020581207,0.0057647377173628,-0.10933303135198,-0.1534470520158786,-0.1489810849685975,0.1877652640972375,0.010675978782788533,0.07623620225447084,0.09847775270102246,0.9203522972274116,0.6805337798938789,0.6264688917824186,0.5587071231611143,0.6221165016594608
6,0.4245445907115936,0.9857683777809144,0.861085569858551,0.3403751015663147,0.4722377287,0.814209227822721,0.2599599999999999,0.2070359437397356,0.3423473615939049,0.0792234544956684,0.4668052511200861,0.8029792796391844,0.2543063885939121,0.4392603346733231,0.710532663766594,0.1875429821836948,0.1868218692851386,0.2849941344079044,0.0682741091787815,2023-09-11,1.071811318397522,0.2095355866097696,0.5080303064510608,0.4457786602078706,0.1800300376239415,0.5908490506780979,0.5344930926556314,0.8288911365409914,0.0779097487176627,0.0057647377173628,0.0123809374409606,0.0632579539302327,0.0402738691002877,0.0067009514981357,-0.0062888878681537,0.0121403348162747,-0.000503555439403,-0.0242497720082806,-0.1215173037309877,-0.146159223915526,-0.1431750519596306,0.20114243427496295,0.012313370976447443,0.0631912792479759,0.11137141300973087,0.9945825729307254,0.6938368333954354,0.6308989351372936,0.5668032583166798,0.6063543319491349
7,0.3365719437599182,0.9454925179481506,0.8422213196754456,0.342305026948452,-0.3010023904,0.6560371166095138,0.22658,-0.1110824996704785,0.2312793457921987,0.0786486188316345,-0.2932647104682809,0.6352557168375179,0.2161085175549984,-0.2526718154738546,0.5609620710862443,0.1973990359044075,-0.106721407380234,0.1997166575683429,0.065817061086446,2023-09-12,1.0750375986099243,0.0662818216511182,0.1860331746414118,0.1685630971722657,0.0529374370915183,0.5145792449841455,0.4923482651284622,0.6032146732237296,0.0166998359309856,-0.0242497720082806,-0.031676783477355,0.0108712090837927,0.0256074525326761,-0.0057121690230044,-0.0077980590697759,-0.0079759029187869,0.0054024149336893,-0.0530274586449479,-0.0927139739010165,-0.1364375207471004,-0.1521971586590531,0.20910126407789062,0.013904586136443296,0.13050161772670787,0.2644215707032337,0.8521355941027492,0.6318927538513242,0.5586368189467215,0.5303045507564184,0.5978158092005921
8,0.3486401858654889,0.9581582329489968,0.8182538151741028,0.3021634891629219,-0.5048057190909091,0.5409322599457069,0.1841909090909091,-0.1931857318227891,0.1857665230424663,0.0640764792691577,-0.4834325911779929,0.5147524398893321,0.1818009762736884,-0.3951562470232549,0.4299502880388672,0.1650124170541763,-0.1750379281714451,0.1587744238483944,0.0455174102251502,2023-09-13,1.075326681137085,0.0188857568296116,0.0710402749950091,0.0666021526899295,0.0097513019673665,0.3981296129396821,0.5015227811659788,0.1019828106753631,0.0130489215692302,-0.0530274586449479,-0.0781750321684553,-0.0529814730617355,-0.0077566191628681,0.0012408621175339,0.0004388175391891,-0.0105608949824453,0.014227358843847,-0.0289169073073116,-0.0649914422584325,-0.0877967391596179,-0.1191636420673036,0.22043008152298774,0.07990746425254144,0.40172997878516237,0.6543268059909126,0.5726890030641558,0.4858459086714313,0.4240525636577672,0.4880381852590463,0.5527136947288813
9,0.3678924739360809,0.949831172823906,0.8632540553808212,0.2760257553309202,0.2644515891875,0.6100139215122908,0.0495,0.1000289468465764,0.229237996706332,0.0136069942008704,0.2493627632835715,0.5976977023604617,0.0509951109915971,0.2628921410784974,0.5171943116677734,0.0454172401100397,0.0884574063768113,0.152400244626895,-0.0006168557288125,2023-09-14,1.073422074317932,0.1142913125845929,0.2993518588785435,0.2751678976187701,0.0800802650916312,0.3530916010849604,0.5597671223306412,0.0091672614119729,-0.0373530961481597,-0.0289169073073116,-0.1011970072396506,-0.0796181450400679,-0.0062477889231997,0.0083945855336668,0.0120498361885896,-0.0005680964744385,0.030364755755043,-0.0089036311088026,-0.0416556875982045,-0.0621426798062643,-0.1032569176848854,0.23485440250735787,0.07132307799452386,0.14611803816947613,0.289311166559057,0.8099222658749702,0.4354832064310985,0.3690329879823815,0.32832120994096314,0.40310452844383704
