uuid,title,description,keywords,snippet,url,image_url,language,published_at,source,relevance_score,type,industry,match_score,sentiment_score
6e5bdc63-ad85-43e1-b95c-3b93567b548c,Boeing: A New China Crisis (NYSE:BA),Fresh tensions between the US and China shatters Boeing's hope on aircraft sales. Click here to read what this means for BA stock.,,"Wirestock/iStock Editorial via Getty Images

Relations between China and the US has deteriorated further in recent days, and while the tension between the count...",https://seekingalpha.com/article/4576006-boeing-a-new-china-crisis,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1438906876/image_1438906876.jpg?io=getty-c-w1536,en,2023-02-07T19:01:34.000000Z,seekingalpha.com,,equity,Industrials,23.56850357142857,-0.34898228571428574
a60804fd-c54d-4028-aea2-898cfa9b89d2,Boeing-supplier Spirit burns more cash on supply chain snarls By Reuters,Boeing-supplier Spirit burns more cash on supply chain snarls,,"© Reuters. FILE PHOTO: Airplane fuselages bound for Boeing's 737 Max production facility sit in storage behind Spirit AeroSystems Holdings Inc headquarters, in...",https://www.investing.com/news/stock-market-news/boeingsupplier-spirit-burns-more-cash-on-supply-chain-snarls-2997113,https://i-invdn-com.investing.com/news/LYNXNPEF2G0QA_L.jpg,en,2023-02-07T13:31:21.000000Z,investing.com,,equity,Industrials,17.979298,0.1531
55cb07ee-50a8-4f60-a127-3c604facf1f8,Shuttered South African airline Comair sues Boeing over 737 MAX purchases By Reuters,Shuttered South African airline Comair sues Boeing over 737 MAX purchases,,"© Reuters. FILE PHOTO: A Boeing 737 Max aircraft during a display at the Farnborough International Airshow, in Farnborough, Britain, July 20, 2022. REUTERS/Pet...",https://www.investing.com/news/stock-market-news/shuttered-south-african-airline-comair-sues-boeing-over-737-max-purchases-2997349,https://i-invdn-com.investing.com/news/LYNXNPEC0O18V_L.jpg,en,2023-02-07T17:41:00.000000Z,investing.com,,equity,Industrials,17.42158,-0.9682
