uuid,title,description,keywords,snippet,url,image_url,language,published_at,source,relevance_score,type,industry,match_score,sentiment_score
1cf2a85c-7969-4d2e-b4da-e23eec912e57,"SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Spirit AeroSystems Holdings, Inc. - SPR","NEW YORK, June  25, 2023  (GLOBE NEWSWIRE) -- Pomerantz LLP is investigating claims on behalf of investors of Spirit AeroSystems Holdings, Inc. (“Spirit”...","Pomerantz LLP, Class Action","NEW YORK, June 25, 2023 (GLOBE NEWSWIRE) -- Pomerantz LLP is investigating claims on behalf of investors of Spirit AeroSystems Holdings, Inc. (“Spirit” or t...",https://www.globenewswire.com/news-release/2023/06/26/2694081/1087/en/SHAREHOLDER-ALERT-Pomerantz-Law-Firm-Investigates-Claims-On-Behalf-of-Investors-of-Spirit-AeroSystems-Holdings-Inc-SPR.html,https://www.globenewswire.com/Content/logo/favicon.ico,en,2023-06-26T01:51:00.000000Z,globenewswire.com,,equity,Industrials,23.85354528571429,-0.25
27ca61fa-ed4d-4d10-b06e-3606746d0cb5,Global Underwater Drone Market Report 2023: Underwater Drones in Oceanographic Research Fuel the Sector,"/PRNewswire/ -- The ""Underwater Drone Market: Global Market Size, Forecast, Insights, Segmentation, and Competitive Landscape with Impact of COVID-19 &...",Research and Markets,"DUBLIN, June 26, 2023 /PRNewswire/ -- The ""Underwater Drone Market: Global Market Size, Forecast, Insights, Segmentation, and Competitive Landscape with Impact ...",https://www.prnewswire.com/news-releases/global-underwater-drone-market-report-2023-underwater-drones-in-oceanographic-research-fuel-the-sector-301863106.html,https://mma.prnewswire.com/media/539438/Research_and_Markets_Logo.jpg?p=facebook,en,2023-06-26T22:45:00.000000Z,prnewswire.com,,equity,Industrials,19.662735714285713,0.44039999999999996
c64d4198-523a-4029-b77d-551bea692acd,Space Militarization Market worth $88.6 billion by 2030 - Exclusive Report by MarketsandMarkets™,"/PRNewswire/ -- The Space Militarization Market is estimated at USD 53.7 billion in 2023 and is projected to reach USD 88.6 billion by 2030, at a CAGR of 7.4 %...",MarketsandMarkets,"CHICAGO, June 26, 2023 /PRNewswire/ -- The Space Militarization Market is estimated at USD 53.7 billion in 2023 and is projected to reach USD 88.6 billion by 20...",https://www.prnewswire.com/news-releases/space-militarization-market-worth-88-6-billion-by-2030---exclusive-report-by-marketsandmarkets-301862845.html,https://mma.prnewswire.com/media/660509/MarketsandMarkets_Logo.jpg?p=facebook,en,2023-06-26T14:15:00.000000Z,prnewswire.com,,equity,Industrials,13.580984714285714,0.27320000000000005
0452324c-f638-47a5-bcc1-16f2ab4a9379,PBS' A CAPITOL FOURTH WELCOMES ALFONSO RIBEIRO AS HOST OF AMERICA'S INDEPENDENCE DAY CELEBRATION,"/PRNewswire/ -- This July 4th, A CAPITOL FOURTH welcomes iconic actor and television host Alfonso Ribeiro to lead the 43rd annual edition of America's national...",Capital Concerts,"Live From the West Lawn of the U.S. Capitol with an All-Star Cast and Fireworks!

WASHINGTON, June 26, 2023 /PRNewswire/ -- This July 4th, A CAPITOL FOURTH welc...",https://www.prnewswire.com/news-releases/pbs-a-capitol-fourth-welcomes-alfonso-ribeiro-as-host-of-americas-independence-day-celebration-301861363.html,https://www.multivu.com/players/English/9117652-capital-concerts-pbs-a-capitol-fourth-2023/video/PBSACapitol_1686952475124-HR.jpg,en,2023-06-26T11:06:00.000000Z,prnewswire.com,,equity,Industrials,13.089511714285717,0.22629999999999997
73b07a9d-0f35-424e-95d6-a80aa44b3ce2,Aircraft Cabin Interior Market to Worth USD 63.30 Billion by 2030 | Fortune Business Insights™,"The global Aircraft Cabin Interior Market covered major segments By Component (Seats, Cabin Lighting, Windows & Windshield, Galley & Lavatory, In-Flight...","Fortune Business Insights, Aircraft Cabin Interior Market, Aircraft Cabin Interior","Pune, India, June 26, 2023 (GLOBE NEWSWIRE) -- The global aircraft cabin interior market size was valued at USD 28.40 billion in 2022. The market is set to expa...",https://www.globenewswire.com/news-release/2023/06/26/2694184/0/en/Aircraft-Cabin-Interior-Market-to-Worth-USD-63-30-Billion-by-2030-Fortune-Business-Insights.html,https://ml.globenewswire.com/Resource/Download/05408ba1-26b1-4fdd-8f48-1af4df373348,en,2023-06-26T08:45:00.000000Z,globenewswire.com,,equity,Industrials,11.819356571428573,0.0
42740e37-1ada-4f9a-92dc-20e88587e3c9,Air Crane Helicopter Market to Worth USD 9.67 Billion by 2030 | With 14.82% CAGR,"The Global Air Crane Helicopter Market Covered Major Segments Size, Share & COVID-19 Impact Analysis, By Endurance (Up to 15,000 Feet and Above 15,000...","Fortune Business Insights, Air Crane Helicopter Industry","Pune, India, June 26, 2023 (GLOBE NEWSWIRE) -- The global air crane helicopter market size was valued at USD 4.93 billion in 2022 and is projected to grow from ...",https://www.globenewswire.com/news-release/2023/06/26/2694181/0/en/Air-Crane-Helicopter-Market-to-Worth-USD-9-67-Billion-by-2030-With-14-82-CAGR.html,https://ml.globenewswire.com/Resource/Download/05408ba1-26b1-4fdd-8f48-1af4df373348,en,2023-06-26T08:42:00.000000Z,globenewswire.com,,equity,Industrials,10.489944285714285,-0.22629999999999997
027b0c52-e072-414d-a7e1-009688f39fef,"Global Defense Market Report 2023: Players Include Northrop Grumman, BAE Systems, Airbus and Thales","/PRNewswire/ -- The ""Defense Outlook - A Global and Regional Analysis: Focus on Key Enabling Technologies, Geo-Political Risks, and Country - Analysis and...",Research and Markets,"DUBLIN, June 26, 2023 /PRNewswire/ -- The ""Defense Outlook - A Global and Regional Analysis: Focus on Key Enabling Technologies, Geo-Political Risks, and Countr...",https://www.prnewswire.com/news-releases/global-defense-market-report-2023-players-include-northrop-grumman-bae-systems-airbus-and-thales-301862998.html,https://www.prnewswire.com/content/dam/prnewswire/icons/2019-Q4-PRN-Icon-32-32.png,en,2023-06-26T17:00:00.000000Z,prnewswire.com,,equity,Industrials,9.450181142857144,0.064
aa039f5f-c100-4c82-b101-db11f281bf4e,50 Poorest Cities in Every State in the US,"In this article, we look at the 50 poorest cities in every state in the US – the poorest city in each US state.",,"In this article, we look at the 50 poorest cities in every state in the US – the poorest city in each US state. You can skip our detailed analysis, and head d...",https://www.insidermonkey.com/blog/50-poorest-cities-in-every-state-in-the-us-1162581/,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2017/01/23031654/39153118_ml.jpg,en,2023-06-27T17:47:43.000000Z,insidermonkey.com,,equity,Industrials,14.322453857142857,0.0
37547249-4da3-4c43-8360-8df23a0b318f,50 Poorest Cities in Every State in the US,"In this article, we look at the 50 poorest cities in every state in the US – the poorest city in each US state. You can skip our detailed analysis, and head directly to the 10 Poorest Cities in Every State in the US. The United States is divided by its glaring income inequality, with […]",,"In this article, we look at the 50 poorest cities in every state in the US – the poorest city in each US state. You can skip our detailed analysis, and head d...",https://finance.yahoo.com/news/50-poorest-cities-every-state-174743470.html?.tsrc=rss,https://s.yimg.com/ny/api/res/1.2/u_vAGrUzUp3EcV1T.7QU4A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://media.zenfs.com/en/insidermonkey.com/529384fc387fa496359701ccfd600197,en,2023-06-27T17:47:43.000000Z,finance.yahoo.com,,equity,Industrials,14.322605714285714,0.0
fd6dbc05-aabd-48ea-a4e8-fade1dd741e3,Spirit AeroSystems union to discuss new contract offer as strike continues By Reuters,Spirit AeroSystems union to discuss new contract offer as strike continues,,"Published Jun 27, 2023 11:05AM ET Updated Jun 27, 2023 11:12AM ET

© Reuters. FILE PHOTO: A Boeing 737 MAX-10 lands over the Spirit AeroSystems logo during a f...",https://www.investing.com/news/stock-market-news/spirit-aerosystems-union-to-discuss-new-contract-offer-as-strike-continues-3114451,https://i-invdn-com.investing.com/news/LYNXMPEABJ00T_L.jpg,en,2023-06-27T15:12:42.000000Z,investing.com,,equity,Industrials,17.624893,0.6486
