,timestamp,open,high,low,close,volume
0,2023-08-31 19:45:00,146.83,146.83,146.6,146.61,75
1,2023-08-31 19:15:00,146.64,147.0,146.64,147.0,70
2,2023-08-31 19:00:00,146.83,146.83,146.6,146.78,1016970
3,2023-08-31 18:30:00,146.83,146.83,146.71,146.71,1017219
4,2023-08-31 18:15:00,146.6,146.6,146.6,146.6,11
5,2023-08-31 17:45:00,146.83,146.86,146.6,146.6,799
6,2023-08-31 17:30:00,146.83,146.849,146.6,146.85,3107
7,2023-08-31 17:15:00,146.85,146.85,146.85,146.85,1
8,2023-08-31 17:00:00,146.736,147.18,146.48,147.18,115
9,2023-08-31 16:45:00,147.12,147.12,146.48,146.48,376
10,2023-08-31 16:15:00,146.83,147.18,146.48,146.83,28838
11,2023-08-31 16:00:00,146.83,147.18,146.481,146.83,3508812
12,2023-08-31 15:45:00,147.1,147.24,146.79,146.83,572495
13,2023-08-31 15:30:00,146.81,147.125,146.805,147.1,147059
14,2023-08-31 15:15:00,146.837,146.93,146.78,146.829,46251
15,2023-08-31 15:00:00,146.705,146.83,146.698,146.83,47496
16,2023-08-31 14:45:00,146.94,146.95,146.67,146.71,51886
17,2023-08-31 14:30:00,147.14,147.14,146.89,146.89,55251
18,2023-08-31 14:15:00,147.07,147.22,147.04,147.13,38968
19,2023-08-31 14:00:00,146.96,147.09,146.89,147.06,41275
20,2023-08-31 13:45:00,146.91,146.951,146.79,146.95,37888
21,2023-08-31 13:30:00,146.89,147.01,146.88,146.93,56803
22,2023-08-31 13:15:00,146.86,146.94,146.82,146.9,43502
23,2023-08-31 13:00:00,146.68,146.86,146.62,146.85,32105
24,2023-08-31 12:45:00,146.665,146.7,146.54,146.68,45333
25,2023-08-31 12:30:00,146.7,146.745,146.61,146.66,51061
26,2023-08-31 12:15:00,146.825,146.83,146.55,146.71,89424
27,2023-08-31 12:00:00,146.76,146.87,146.672,146.825,81483
28,2023-08-31 11:45:00,146.62,146.84,146.595,146.765,72310
29,2023-08-31 11:30:00,146.66,146.84,146.62,146.63,69486
30,2023-08-31 11:15:00,146.912,146.97,146.54,146.69,96699
31,2023-08-31 11:00:00,146.98,147.02,146.7,146.905,109697
32,2023-08-31 10:45:00,147.15,147.2,146.87,147.0,79053
33,2023-08-31 10:30:00,147.28,147.3,147.03,147.14,59592
34,2023-08-31 10:15:00,147.41,147.51,147.26,147.29,56248
35,2023-08-31 10:00:00,147.58,147.605,147.33,147.4,74315
36,2023-08-31 09:45:00,147.5,147.727,147.326,147.62,79782
37,2023-08-31 09:30:00,146.94,147.65,146.94,147.44,235994
38,2023-08-31 09:15:00,146.84,146.97,146.73,146.78,635
39,2023-08-31 09:00:00,146.86,147.0,146.78,146.85,645
40,2023-08-31 08:45:00,146.96,147.0,146.89,147.0,8
41,2023-08-31 08:30:00,147.21,147.25,146.78,146.9,256
42,2023-08-31 08:15:00,147.16,147.25,147.15,147.25,691
43,2023-08-31 08:00:00,146.95,147.44,146.86,147.19,575
44,2023-08-31 07:45:00,147.05,147.11,147.0,147.0,83
45,2023-08-31 07:30:00,146.95,147.0,146.95,147.0,1894
46,2023-08-31 07:15:00,146.95,147.0,146.95,146.95,259
47,2023-08-31 07:00:00,146.91,146.91,146.91,146.91,2
48,2023-08-31 06:45:00,147.0,147.0,147.0,147.0,106
49,2023-08-31 06:15:00,146.8,147.0,146.8,147.0,28
50,2023-08-31 06:00:00,146.71,146.8,146.71,146.8,18
51,2023-08-31 05:45:00,146.86,146.86,146.86,146.86,2
52,2023-08-31 05:15:00,146.96,146.96,146.96,146.96,105
53,2023-08-31 05:00:00,146.86,146.86,146.86,146.86,4
54,2023-08-31 04:45:00,146.7,146.7,146.7,146.7,1
55,2023-08-31 04:15:00,146.86,146.86,146.86,146.86,1
56,2023-08-31 04:00:00,146.59,147.0,146.59,147.0,175
57,2023-08-30 19:45:00,146.87,146.99,146.73,146.73,51
58,2023-08-30 19:30:00,146.99,146.99,146.88,146.88,27
59,2023-08-30 19:15:00,146.88,146.88,146.88,146.88,2
60,2023-08-30 19:00:00,146.86,146.88,146.86,146.88,358612
61,2023-08-30 18:30:00,146.86,146.87,146.86,146.87,358781
62,2023-08-30 18:15:00,146.87,146.87,146.87,146.87,61
63,2023-08-30 18:00:00,146.87,146.87,146.86,146.86,95
64,2023-08-30 17:45:00,146.9,146.95,146.86,146.95,51
65,2023-08-30 17:30:00,146.9,146.9,146.9,146.9,50
66,2023-08-30 17:15:00,146.9,146.99,146.86,146.99,21
67,2023-08-30 17:00:00,146.99,146.99,146.99,146.99,7
68,2023-08-30 16:45:00,146.9,146.9,146.86,146.9,440
69,2023-08-30 16:30:00,146.95,146.95,146.86,146.9,513
70,2023-08-30 16:15:00,146.86,146.95,146.68,146.86,2469
