,timestamp,open,high,low,close,volume
0,2023-09-29 19:45:00,140.58,140.58,140.09,140.3,50
1,2023-09-29 19:30:00,140.59,140.59,140.59,140.59,2
2,2023-09-29 19:15:00,140.1,140.59,140.1,140.59,82
3,2023-09-29 19:00:00,140.3,140.3,140.1,140.1,1109829
4,2023-09-29 18:45:00,140.48,140.48,140.3,140.3,3
5,2023-09-29 18:30:00,140.3,140.3,140.25,140.3,1109842
6,2023-09-29 18:15:00,140.34,140.34,140.1,140.3,201
7,2023-09-29 18:00:00,140.3,140.35,140.1,140.1,514
8,2023-09-29 17:45:00,140.88,140.88,140.31,140.33,32
9,2023-09-29 17:30:00,140.31,140.48,140.31,140.48,7
10,2023-09-29 17:15:00,140.47,140.47,140.47,140.47,1
11,2023-09-29 17:00:00,140.47,140.47,140.3,140.31,17308
12,2023-09-29 16:30:00,141.25,141.25,140.3,140.48,20159
13,2023-09-29 16:15:00,140.3,140.797,140.3,140.797,23918
14,2023-09-29 16:00:00,140.34,140.54,139.9,140.3,3535914
15,2023-09-29 15:45:00,140.19,140.65,140.06,140.34,717928
16,2023-09-29 15:30:00,140.13,140.31,140.08,140.19,267106
17,2023-09-29 15:15:00,140.25,140.365,139.97,140.13,125153
18,2023-09-29 15:00:00,140.42,140.53,140.1,140.24,121870
19,2023-09-29 14:45:00,140.21,140.405,140.04,140.39,142493
20,2023-09-29 14:30:00,139.89,140.256,139.81,140.22,123288
21,2023-09-29 14:15:00,139.85,140.1,139.815,139.89,120688
22,2023-09-29 14:00:00,139.7,139.917,139.65,139.84,124585
23,2023-09-29 13:45:00,140.013,140.04,139.61,139.71,109882
24,2023-09-29 13:30:00,140.22,140.27,139.94,140.025,91958
25,2023-09-29 13:15:00,139.94,140.24,139.806,140.22,119493
26,2023-09-29 13:00:00,140.42,140.42,139.84,139.92,165400
27,2023-09-29 12:45:00,140.62,140.69,140.34,140.425,109163
28,2023-09-29 12:30:00,140.77,140.805,140.58,140.62,102402
29,2023-09-29 12:15:00,140.69,140.81,140.57,140.752,73943
30,2023-09-29 12:00:00,140.56,140.96,140.425,140.695,158638
31,2023-09-29 11:45:00,140.74,140.77,140.47,140.565,108815
32,2023-09-29 11:30:00,141.15,141.21,140.65,140.72,98478
33,2023-09-29 11:15:00,141.11,141.52,141.08,141.15,122400
34,2023-09-29 11:00:00,141.46,141.51,141.08,141.125,196572
35,2023-09-29 10:45:00,141.515,141.73,141.37,141.47,202369
36,2023-09-29 10:30:00,141.42,141.6,141.33,141.52,148998
37,2023-09-29 10:15:00,141.5,141.674,141.34,141.41,120672
38,2023-09-29 10:00:00,141.78,141.86,141.23,141.51,201106
39,2023-09-29 09:45:00,141.28,141.85,140.88,141.78,211692
40,2023-09-29 09:30:00,142.0,142.13,141.076,141.32,230558
41,2023-09-29 09:15:00,142.25,142.26,141.93,141.93,1870
42,2023-09-29 09:00:00,142.23,142.35,141.58,142.2,5912
43,2023-09-29 08:45:00,142.19,142.23,142.005,142.23,29
44,2023-09-29 08:30:00,141.95,142.45,141.905,142.23,847
45,2023-09-29 08:15:00,142.01,142.18,141.99,142.12,533
46,2023-09-29 08:00:00,141.98,142.24,141.525,142.012,837
47,2023-09-29 07:45:00,141.91,141.91,141.9,141.9,362
48,2023-09-29 07:30:00,141.98,142.07,141.9,141.9,722
49,2023-09-29 07:15:00,141.98,142.08,141.91,141.95,190
50,2023-09-29 07:00:00,142.0,142.0,141.91,141.92,176
51,2023-09-29 06:30:00,142.0,142.0,142.0,142.0,20
52,2023-09-29 04:00:00,141.74,141.95,141.74,141.95,2
53,2023-09-28 19:45:00,141.7,141.7,141.58,141.7,147
54,2023-09-28 19:00:00,141.58,141.58,141.58,141.58,567699
55,2023-09-28 18:45:00,141.65,141.65,141.65,141.65,2
56,2023-09-28 18:30:00,141.58,141.65,141.58,141.58,567757
57,2023-09-28 18:15:00,141.61,141.675,141.61,141.675,12
58,2023-09-28 18:00:00,141.64,141.7,141.64,141.65,21
59,2023-09-28 17:45:00,141.7,141.7,141.58,141.58,81
60,2023-09-28 17:30:00,141.65,141.65,141.65,141.65,2
61,2023-09-28 17:15:00,141.58,141.7,141.58,141.7,39
62,2023-09-28 17:00:00,141.7,141.7,141.58,141.68,4364
63,2023-09-28 16:45:00,141.7,141.7,141.58,141.7,61
64,2023-09-28 16:30:00,141.69,141.7,141.58,141.58,112
65,2023-09-28 16:15:00,141.58,141.6,141.58,141.58,411
66,2023-09-28 16:00:00,141.58,143.67,141.46,143.67,1969209
67,2023-09-28 15:45:00,141.72,141.79,141.5,141.58,712191
68,2023-09-28 15:30:00,141.87,141.89,141.436,141.715,247576
69,2023-09-28 15:15:00,141.51,141.973,141.5,141.88,172783
70,2023-09-28 15:00:00,141.41,141.645,141.37,141.51,102816
71,2023-09-28 14:45:00,141.44,141.45,141.28,141.4,78715
72,2023-09-28 14:30:00,141.635,141.635,141.245,141.44,92594
73,2023-09-28 14:15:00,141.5,141.66,141.46,141.637,91689
74,2023-09-28 14:00:00,141.31,141.51,141.22,141.48,110799
75,2023-09-28 13:45:00,141.09,141.295,141.02,141.29,69161
76,2023-09-28 13:30:00,141.15,141.16,140.92,141.09,156379
77,2023-09-28 13:15:00,141.04,141.21,140.97,141.16,129022
78,2023-09-28 13:00:00,141.13,141.18,140.91,141.06,103682
79,2023-09-28 12:45:00,141.425,141.455,141.06,141.13,163025
80,2023-09-28 12:30:00,141.17,141.47,141.114,141.42,120004
81,2023-09-28 12:15:00,140.87,141.22,140.75,141.16,113538
82,2023-09-28 12:00:00,141.266,141.288,140.82,140.87,195839
83,2023-09-28 11:45:00,141.0,141.284,140.83,141.261,187295
84,2023-09-28 11:30:00,141.06,141.13,140.82,141.0,179990
85,2023-09-28 11:15:00,140.92,141.19,140.85,141.07,104877
86,2023-09-28 11:00:00,140.86,141.16,140.81,140.92,96637
87,2023-09-28 10:45:00,140.71,141.23,140.68,140.87,205335
