,cols_used,mse_val,mse_train,aggregated_shap
20,"('finbert_Score', 'mean_influential', 'log_return_1', 'minmax_low_norm', 'minmax_high_norm')",0.000926160893868655,0.0024245406462069913,"[[0.003128   0.00327556 0.00109335 0.00272329 0.00243612]
 [0.00259821 0.00281384 0.00102682 0.00256332 0.00220052]
 [0.00288918 0.00270073 0.00103236 0.00233021 0.00190771]
 [0.00270296 0.00231135 0.00092471 0.00205262 0.00177529]
 [0.00308809 0.00221364 0.00094588 0.00181418 0.0017426 ]
 [0.00291806 0.00206513 0.00104939 0.00153584 0.00217015]
 [0.00298175 0.00176915 0.00109501 0.00129581 0.00273501]
 [0.00206286 0.00165904 0.00104654 0.00117232 0.00308264]
 [0.00244103 0.00162083 0.00113399 0.00102285 0.00293158]
 [0.00194655 0.00131908 0.00076313 0.00089797 0.00170105]]"
21,"('finbert_Score', 'mean_trustworthy', 'log_return_5', 'minmax_daily_variation', 'minmax_close_norm')",0.001127026160247624,0.0020447594262140547,"[[0.00380085 0.00081209 0.00054668 0.00143991 0.00098145]
 [0.0035692  0.00097074 0.00068201 0.00117465 0.00080171]
 [0.00360702 0.00087174 0.00094196 0.00083835 0.00081616]
 [0.0037287  0.0007274  0.00137456 0.00059744 0.00093327]
 [0.00468741 0.0007866  0.00159357 0.0005601  0.00091838]
 [0.00491566 0.00074371 0.00146892 0.00064447 0.00107458]
 [0.00479271 0.00064136 0.00133027 0.00061295 0.00121964]
 [0.00399351 0.00051415 0.00130128 0.00079193 0.00109878]
 [0.00277976 0.00040567 0.00114385 0.00110694 0.00062084]
 [0.00126928 0.00022833 0.00125535 0.00125094 0.00045168]]"
22,"('finbert_Score', 'mean_trustworthy', 'minmax_high_close_pressure', 'minmax_low_open_pressure', 'minmax_open_norm')",0.0009645942482165992,0.0012735727678511535,"[[0.00582656 0.00191816 0.00191019 0.00177137 0.00312285]
 [0.00507374 0.00232754 0.00238124 0.00116353 0.00141497]
 [0.00460193 0.00266501 0.00229452 0.00067161 0.00215904]
 [0.00410312 0.00204811 0.00196443 0.00048683 0.00260995]
 [0.00360474 0.00129604 0.0013178  0.00092662 0.00206827]
 [0.0028061  0.00126928 0.0016518  0.0009545  0.00133424]
 [0.00208059 0.00140961 0.00261689 0.00065369 0.00167097]
 [0.00201007 0.00146487 0.00276465 0.00047444 0.00200199]
 [0.00191031 0.0013417  0.00182646 0.0002584  0.00138366]
 [0.00166168 0.00105534 0.00072744 0.00016852 0.00146936]]"
23,"('finbert_Score', 'mean_clickbait', 'norm_roc_14', 'minmax_daily_variation', 'minmax_high_norm')",0.0011005894048139453,0.0018951114747909707,"[[0.00481459 0.00064823 0.00295918 0.00249935 0.00252202]
 [0.00500437 0.00067815 0.00253326 0.00239178 0.00274823]
 [0.00507268 0.00076811 0.00205905 0.00205918 0.00313661]
 [0.00501945 0.00078707 0.00141603 0.00173261 0.00310468]
 [0.00488287 0.00074387 0.00087437 0.00142409 0.00255443]
 [0.00415339 0.00067998 0.00091919 0.00100518 0.00235003]
 [0.00372272 0.00063415 0.00205765 0.00097048 0.00221131]
 [0.00253059 0.00064072 0.00315533 0.00118755 0.00196249]
 [0.00236953 0.00062799 0.00356875 0.00161719 0.0017069 ]
 [0.00282249 0.000559   0.00295216 0.00176228 0.00156456]]"
24,"('finbert_Score', 'norm_rsi_14', 'norm_slowk_14', 'EURUSD=X_Close', 'minmax_low_norm')",0.0010431446135044098,0.0021796745137129866,"[[1.83656592e-03 9.52551679e-04 1.08188849e-03 2.19935653e-05
  2.14943571e-04]
 [2.49201144e-03 9.06564897e-04 2.43301401e-03 2.73536619e-05
  1.55094505e-04]
 [2.56081062e-03 7.63524807e-04 3.33774507e-03 3.70532780e-05
  9.63217151e-05]
 [3.25878964e-03 6.29006875e-04 3.08814261e-03 4.95511852e-05
  1.30184156e-04]
 [3.26586448e-03 5.20797193e-04 2.58357894e-03 5.56189495e-05
  1.44244159e-04]
 [2.94262430e-03 6.95577494e-04 2.70001909e-03 5.34256557e-05
  2.61100315e-04]
 [2.42117847e-03 1.04740703e-03 3.25114198e-03 6.26412240e-05
  7.42355458e-04]
 [1.89087578e-03 1.32374422e-03 3.90819729e-03 9.39334951e-05
  1.57282368e-03]
 [1.89375941e-03 1.26940300e-03 3.72465451e-03 1.02993038e-04
  2.57318706e-03]
 [1.30945053e-03 1.01441638e-03 2.22307286e-03 5.74523945e-05
  3.24300652e-03]]"
25,"('finbert_Score', 'norm_rsi_gspc_14', 'log_return_1', 'minmax_high_close_pressure', 'minmax_close_norm')",0.0006178942858241498,0.0017730100044329009,"[[0.00443481 0.00475988 0.00128733 0.00205914 0.00169307]
 [0.00399667 0.00488431 0.0010788  0.00169594 0.00120199]
 [0.00348034 0.00460021 0.00079793 0.00169568 0.00082833]
 [0.00292998 0.00388404 0.0006891  0.00163609 0.00088423]
 [0.00336914 0.00294623 0.00061075 0.00166921 0.00122446]
 [0.0031083  0.00204559 0.00046036 0.00179348 0.00162036]
 [0.00280245 0.00143918 0.0004377  0.00242692 0.00189723]
 [0.00264787 0.00107303 0.00078832 0.0028322  0.00181817]
 [0.00235097 0.00076917 0.00153944 0.00305137 0.00145135]
 [0.00149013 0.00044277 0.0015868  0.00227798 0.00155602]]"
26,"('bart_Score', 'vader_Score', 'mean_trustworthy', 'norm_slowk_14', 'EURUSD=X_Close')",0.0013596067437902093,0.0033306236913710277,"[[3.55467413e-03 4.65935607e-03 2.07209854e-03 2.76489225e-03
  4.89377034e-04]
 [3.21906771e-03 4.18098118e-03 2.89709872e-03 2.55981903e-03
  4.46265941e-04]
 [2.90129744e-03 4.01334159e-03 4.12434485e-03 2.99818717e-03
  4.04215749e-04]
 [2.89831002e-03 4.70907762e-03 5.07052607e-03 3.98343658e-03
  3.25459994e-04]
 [2.47927372e-03 5.33890215e-03 4.64253095e-03 5.21855615e-03
  2.41027865e-04]
 [1.67733601e-03 5.92475402e-03 3.49837045e-03 7.31821529e-03
  1.69005961e-04]
 [1.17064004e-03 7.18062689e-03 2.58172555e-03 9.51697350e-03
  1.15484963e-04]
 [1.32452622e-03 8.27933183e-03 2.97922320e-03 1.03844933e-02
  8.57728891e-05]
 [1.20902771e-03 8.32199589e-03 5.09322996e-03 8.60256832e-03
  6.33323098e-05]
 [8.27389031e-04 5.93918799e-03 4.78883861e-03 5.05841293e-03
  6.71212217e-05]]"
27,"('bart_Score', 'vader_Score', 'mean_clickbait', 'norm_rsi_gspc_14', 'log_return_1')",0.0006277415086515248,0.004068769287496759,"[[0.00187787 0.00123254 0.00180677 0.00298675 0.0022879 ]
 [0.00210765 0.0011106  0.00185323 0.00299028 0.00218884]
 [0.00199661 0.00144592 0.00180033 0.00283651 0.00188608]
 [0.00166853 0.0021338  0.00157957 0.00248198 0.00166465]
 [0.00131861 0.002524   0.00119858 0.00196697 0.0014364 ]
 [0.00084366 0.00248172 0.00058635 0.00133026 0.00127449]
 [0.00039862 0.0026156  0.00027297 0.00058978 0.00151692]
 [0.00046779 0.0019813  0.00117693 0.00020323 0.00203799]
 [0.00088996 0.00137731 0.00196444 0.00053202 0.00273355]
 [0.00070634 0.00094609 0.00190902 0.00040817 0.00214968]]"
28,"('bart_Score', 'vader_Score', 'norm_rsi_14', 'minmax_NFLX_Volume', 'minmax_high_close_pressure')",0.001135411555878818,0.0021596541258812113,"[[0.00103258 0.0015797  0.00125064 0.00109421 0.00188504]
 [0.00062809 0.00171476 0.00098669 0.00099962 0.00162785]
 [0.00092933 0.00223186 0.00082919 0.00094467 0.00158896]
 [0.00149168 0.00270255 0.00064229 0.0010085  0.00179282]
 [0.00171568 0.00317447 0.00054183 0.00102421 0.00194924]
 [0.00150084 0.00368783 0.00075939 0.00102018 0.0016785 ]
 [0.0009515  0.00367805 0.0010241  0.00094713 0.0022088 ]
 [0.0004983  0.00316519 0.00115192 0.00074851 0.00388854]
 [0.00069694 0.00237155 0.00110337 0.00065329 0.00436542]
 [0.00042405 0.00098789 0.00087429 0.00056594 0.00296795]]"
29,"('bart_Score', 'vader_Score', 'norm_roc_14', 'log_return_5', 'minmax_daily_variation')",0.0010393833508715034,0.00217907490884891,"[[0.00084678 0.00093371 0.00191207 0.0010978  0.00109134]
 [0.00105516 0.0015987  0.00155556 0.00151929 0.00115343]
 [0.00121393 0.00259948 0.00147756 0.00216385 0.00135209]
 [0.00111207 0.00334091 0.00143584 0.00249271 0.00145439]
 [0.00083494 0.00370123 0.00117667 0.00245198 0.00137153]
 [0.00048041 0.00344612 0.00085705 0.0019995  0.00118378]
 [0.00047514 0.00309695 0.00051488 0.00142804 0.00098007]
 [0.00054065 0.00214616 0.00046697 0.00090486 0.00095137]
 [0.00078884 0.00158405 0.0008748  0.00048859 0.00115659]
 [0.0008654  0.00166636 0.00119516 0.00026762 0.00115084]]"
