uuid,title,description,keywords,snippet,url,image_url,language,published_at,source,relevance_score,type,industry,match_score,sentiment_score
aa3f3bc0-74d6-4ecc-9856-909ed2f9aed8,"SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Spirit AeroSystems Holdings, Inc. - SPR","NEW YORK, May  21, 2023  (GLOBE NEWSWIRE) -- Pomerantz LLP is investigating claims on behalf of investors of Spirit AeroSystems Holdings, Inc. (“Spirit” or...","Pomerantz LLP, Class Action","NEW YORK, May 21, 2023 (GLOBE NEWSWIRE) -- Pomerantz LLP is investigating claims on behalf of investors of Spirit AeroSystems Holdings, Inc. (“Spirit” or th...",https://www.globenewswire.com/news-release/2023/05/21/2672946/1087/en/SHAREHOLDER-ALERT-Pomerantz-Law-Firm-Investigates-Claims-On-Behalf-of-Investors-of-Spirit-AeroSystems-Holdings-Inc-SPR.html,https://www.globenewswire.com/Content/logo/favicon.ico,en,2023-05-21T23:57:00.000000Z,globenewswire.com,,equity,Industrials,23.87728685714286,-0.25
04e4df41-7418-438a-b788-00cc3157f689,Leidos' new CEO Bell buys $500k in stock By Investing.com,Leidos' new CEO Bell buys $500k in stock,,"Published May 22, 2023 05:04PM ET Updated May 22, 2023 05:11PM ET

Leidos' (LDOS) new CEO Bell buys $500k in stock

LDOS +2.05% Add to/Remove from Watchlist

Le...",https://www.investing.com/news/assorted/leidos-new-ceo-bell-buys-500k-in-stock-432SI-3088188,https://i-invdn-com.investing.com/news/news_six_pile_69x52._800x533_L_1419494215.jpg,en,2023-05-22T21:11:02.000000Z,investing.com,,equity,Industrials,27.21192285714286,0.5267
0fe87ab7-f06b-4863-901c-f875fa43a23c,2023-2027 Comparative SWOT & Strategy Focus of the Global Top 7 Aerospace & Defense Companies as the Russian-Ukraine War and China's Military Build-up is Underway,"/PRNewswire/ -- The ""Comparative SWOT & Strategy Focus - 2023-2027 - Global Top 7 Aerospace & Defense Companies - Lockheed Martin, Northrop Grumman, Airbus,...",Research and Markets,"DUBLIN, May 22, 2023 /PRNewswire/ -- The ""Comparative SWOT & Strategy Focus - 2023-2027 - Global Top 7 Aerospace & Defense Companies - Lockheed Martin, Northrop...",https://www.prnewswire.com/news-releases/2023-2027-comparative-swot--strategy-focus-of-the-global-top-7-aerospace--defense-companies-as-the-russian-ukraine-war-and-chinas-military-build-up-is-underway-301830679.html,https://mma.prnewswire.com/media/539438/Research_and_Markets_Logo.jpg?p=facebook,en,2023-05-22T14:30:00.000000Z,prnewswire.com,,equity,Industrials,21.063236142857143,0.44839999999999997
788f1bf5-5139-4c2b-bdea-b1858f8d4435,Bright Skies For European Low Cost Airlines - easyJet (OTC:ESYJY),"After easyJet plc (OTC: ESYJY) showed robust summer bookings last week, Ryanair Holdings plc (NASDAQ: RYAAY) joined the trend today as its quarter results show that consumers are prioritizing travel despite persistently high inflation that is squeezing t",,"After easyJet plc ESYJY showed robust summer bookings last week, Ryanair Holdings plc RYAAY joined the trend today as its quarter results show that consumers ar...",https://www.benzinga.com/23/05/32509381/bright-skies-for-european-low-cost-airlines,https://cdn.benzinga.com/files/view-air-plane-wing-during-take-off-landing.jpg?width=1200&height=800&fit=crop,en,2023-05-22T14:20:42.000000Z,benzinga.com,,equity,Industrials,20.322930714285715,0.8074000000000001
