future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,EURUSD=X_Close,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,target_1,target_5,target_10,target_20,minmax_^GSPC_Volume,minmax_TSLA_Volume,minmax_daily_variation,minmax_high_close_pressure,minmax_low_open_pressure,minmax_low_norm,minmax_close_norm,minmax_high_norm,minmax_open_norm
0.3083575432499249,0.97044658197297,0.8151332855224609,0.30395090050167506,0.34745190800000003,0.6671621351244135,0.714968888888889,0.11791168069624555,0.19576791680376499,0.21077826152654155,0.3396342241752147,0.6485138998923929,0.694788644992113,0.24025664326864188,0.5586542105609713,0.5682955151739385,0.10402747515438962,0.18837459313892954,0.19934909619715477,2021-01-01,1.218026876449585,0.174819286342184,0.5609789230199069,0.4557354563345173,0.16391705483015798,0.6924016203075709,0.6829123762771429,0.8852442848971372,0.10290227726384923,0.0,0.06422963496034484,0.01523581438338173,0.1638193447338745,0.0,0.014213695517916847,0.012500405590541774,0.015278231015502186,0.03358173995604563,0.2207969400992731,0.15764074495350489,0.11734370145157058,0.1780615860102587,0.43128690625306654,0.2246378315904613,0.14423199671537285,0.9087580969817148,0.6570231952810976,0.5670473774710842,0.5190943620363762,0.5615745923235524
0.3049201872199774,0.9763465076684952,0.952783390879631,0.3606058899313211,0.40900308,0.6675082627334632,0.3131375,0.1235970603913017,0.2147859832137888,0.0998363985829055,0.4019348537996307,0.6526032936931949,0.3055961499340832,0.3939142421134505,0.639773501798371,0.299744784707576,0.144209913096486,0.2518090174680922,0.1023066300105303,2021-01-04,1.2250697612762451,0.14607314739599866,0.45337809914230287,0.4444775095397992,0.16610852019170283,0.7253116290026574,0.5368128192898427,0.8944728037660741,0.15242008978601815,0.03358173995604563,0.09491426818161042,0.11597248932452331,0.12851502839709816,-0.014864762712026192,-0.009335774732521784,0.0015495713654249954,0.0023509817424400836,0.007290726849837448,0.10577288649511107,0.12405900499745925,0.14044628734850928,0.4000623937432135,0.4203373296467967,0.21387283266685958,0.15836209580626864,0.9776096162005379,0.7242922365152022,0.6156391855396575,0.577646983288145,0.6027832655707257
0.3309331871569156,0.9652851670980452,0.7061411365866661,0.4039501510560512,-0.025064185,0.6941464461269788,0.2549375,-0.0281997210376346,0.232438338679609,0.071312848611176,-0.0277199509514757,0.6767829006781838,0.2532781033217907,0.0365460565172096,0.5057284620424422,0.2581263361006975,-0.0355906667546381,0.267357353149928,0.0754497995335608,2021-01-05,1.2251598834991455,0.09185048875105013,0.30078035101616624,0.26680028488678315,0.1024054953096169,0.7321498642842286,0.58232330205241,0.9279902501183418,0.18038764484236144,0.007290726849837448,0.0987454621369448,0.13802084530856362,0.12323243421358754,0.00705763138336124,-4.827852188071802e-05,0.010682447440556686,0.006625341955629693,0.02799476644243626,0.14455716300034904,0.13878377796331698,0.17167480319033146,0.34879553473614466,0.2429167412247537,0.15554053220142944,0.060810001394505986,0.955847077646941,0.7112604552507569,0.6139025117106731,0.548212516051225,0.5975031927033363
0.3647957940896352,0.9702153934372796,0.8922801613807678,0.3396708418925603,0.39100826,0.5706379512945811,0.3062111111111111,0.1580844058561422,0.2324117897949505,0.1176038200371795,0.376932159738518,0.553755469138573,0.2978132234652837,0.3536028053899663,0.5203609813586528,0.2753069264392058,0.1308859364800806,0.1873618803451203,0.095179150354531,2021-01-06,1.230027437210083,0.16936667189609075,0.4095002841141249,0.38309023772927503,0.13780898905991062,0.7575529641741683,0.615366601539897,0.8872128447732226,0.15258423961328735,0.02799476644243626,0.084419646255804,0.15724640183563743,0.22364633790643396,0.005693603382475487,0.004304676765514159,0.01563051755121414,0.020299910286578182,0.0764484686901481,0.12239629710955047,0.11775072036212997,0.12272391779672365,0.5269187889809748,0.3777143953868266,0.17675701338520772,0.18401445441254174,0.910868714683037,0.7844058610622717,0.6482017186831219,0.6227240789594795,0.6802142084184146
0.3175702318549156,0.9697392523288728,0.8658316552639007,0.3614115655422211,0.2766278,0.5644708644598723,0.40155,0.0857025903196624,0.1758288693982403,0.1519374932020902,0.2706544503073384,0.5521422871506332,0.3928522407519818,0.2486455380423419,0.5046601823932478,0.3625834005308151,0.1045238004630729,0.1992152573775094,0.1483582322672009,2021-01-07,1.2341108322143557,0.13782298430666431,0.4052163260699844,0.37196304032213495,0.1506990967025944,0.812627265514954,0.6854501916573601,0.9953148977086752,0.17415825989739375,0.0764484686901481,0.14531570193846743,0.20954533689881227,0.2634052193505818,0.0147382601077517,0.012624732161562235,0.026838427679479082,0.036324104922101697,0.07548123816080565,0.034873207399963135,0.03486139756879858,0.040761153474980105,0.4102388616285735,0.451298537314639,0.32844843030856047,0.008723032165365368,0.9778286908837192,0.8164356262645405,0.7632998749751241,0.6991888715202637,0.6882070520465497
0.29391155689954757,0.95196099621909,0.825971675344876,0.26843893538628305,0.1050527576,0.5422414742543229,0.3054992857142857,0.052754025527447915,0.18457882037119375,0.09241666917600798,0.10637545621111273,0.5190232859677998,0.2956660148886697,0.11861836337590709,0.45274469167854475,0.25600955929096253,0.02365480603186232,0.1428564755496957,0.09330985315753942,2021-01-08,1.227144479751587,0.1099165050248832,0.3070215856891941,0.2757908714484715,0.08660704491303248,0.8513623363151597,0.7070299766234197,0.9834604776928682,0.35416860377639187,0.07548123816080565,0.2207969400992731,0.2850265750596179,0.3665020494068436,0.005476837393516121,0.018101569555078356,0.0323152650729952,0.04306674039984948,-0.08144231364811638,-0.0631561951457682,-0.03866910200625995,-0.032088201470164,0.3708050485728036,0.7062503968414309,0.3292823442843353,0.03983855084321563,0.8515949785256005,0.9233221820745543,0.8477846341332123,0.8025954524867045,0.8309734793660752
0.2967356652021408,0.954873526096344,0.791869169473648,0.3548701733350753,-0.08512966,0.5420414324849844,0.32388,-0.0130848252643055,0.1562158061434345,0.0878719243624806,-0.0731183901604391,0.520236800031018,0.319035961830616,-0.0857422625952692,0.4575257790271669,0.2917611395555735,-0.0414246911415907,0.1840904519316465,0.0897388579219579,2021-01-11,1.218620538711548,0.07700096841386987,0.255384790567065,0.2211815519958237,0.0774682062373379,0.686856216896912,0.6494461404676537,0.7201436838410209,0.26681136232407887,-0.08144231364811638,0.10577288649511107,0.2006871546767215,0.23729976557529753,-0.006576327616620858,0.02639000465048369,0.017054229917961905,0.04085920102837548,0.04607500335507542,0.01828611850234818,0.08232829784258922,0.062398954284889285,0.3336094296776565,0.5357467545586257,0.37254140859289286,0.39518408417574435,0.6104931107795748,0.7530849103194202,0.6231242556718273,0.6599938322707779,0.7522806606417272
0.2961511611938476,0.9805651977658272,0.8548792377114296,0.2814073022454977,0.095154986,0.8188968165777624,0.1833624999999999,-0.0385225858045689,0.2514291940747217,0.0762416665825992,0.0958673858073332,0.8032718410658335,0.177787005700916,0.1451034154296027,0.6968329325257012,0.1258185355596244,0.0141811751581156,0.2338852002004599,0.0739891402583569,2021-01-12,1.2160701751708984,0.09638275828425065,0.3589754108580276,0.32258496117164276,0.10735183853897745,0.7193145332582682,0.6513730819637763,0.8560517258591132,0.31496335509502504,0.04607500335507542,0.14455716300034904,0.24330262513729384,0.29371204692370867,0.0004157020305690651,0.019748075297691514,0.019699796775810796,0.0284364210367265,0.005833900551637683,-0.005773385037032064,0.03884983936604414,2.349578730331814e-05,0.3976379856978063,0.3947139999884556,0.29354902985797376,0.17294474577850152,0.9685717534053271,0.7794288464326651,0.679469285011381,0.653633151742788,0.6568448083019003
0.3172502517700195,0.9491900205612184,0.8451925118764242,0.3419592413637373,0.13172098,0.6050373393938773,0.5604555555555556,0.0324892577699472,0.1784508378870447,0.1782692296129134,0.1360786762388187,0.5845749537705872,0.5352840737342834,0.1498731431953294,0.5237817912674685,0.4896546946532197,0.0486958805715484,0.2010387341659222,0.2079945241385036,2021-01-13,1.220889449119568,0.1297364417566351,0.41864590124789647,0.3877698763720059,0.15257637962532475,0.7233274547767462,0.6623181432305583,0.8764633767358844,0.29109818874248716,0.005833900551637683,0.12239629710955047,0.20681594336535447,0.3162339606593907,0.0022730563867252584,0.016327528301941285,0.020632205067455445,0.028938251803127812,-0.011074621019439235,-0.004645576747420499,0.011346764135944376,-0.059792515310850725,0.3501848837856074,0.2544680737461254,0.1807994808300365,0.054495631149486384,0.8243052669250985,0.7645772834739475,0.6675918116957937,0.6065526108704937,0.6901128843878055
0.326865904033184,0.9584502114189996,0.8451492918862237,0.3627078798082139,0.25189537,0.628665578758551,0.4897,0.075363985229626,0.1972533364877215,0.1440986818869908,0.2471787831789107,0.6096701774898946,0.4710279387235642,0.2392654235533218,0.5590553276219467,0.3984013570825259,0.0885430626828845,0.2197124788356323,0.1839966581695609,2021-01-14,1.2162491083145142,0.1389053345347794,0.44262563313078984,0.3989073694192648,0.16408406656269256,0.7028387470946492,0.6272588757830917,0.8279228090962313,0.2768786489424265,-0.011074621019439235,0.034873207399963135,0.18018890933843057,0.2533282622475648,-0.00376051306874281,-0.0021712448745532242,0.010453487287009011,0.019436595925402145,-0.022548164384925684,-1.1809831164555362e-05,-0.011390074178728504,-0.04025501586836544,0.4222484480160966,0.23232215731660155,0.14719416301008237,0.1652277120310126,0.9606331429602595,0.7579784571719248,0.6231834177055011,0.5886953679754245,0.6394511742357085
0.37193606396516166,0.9675480643908183,0.881582232316335,0.28655809710423147,-0.027329140799999995,0.6206011481427899,0.26253,-0.0094655630070741,0.2348167431634227,0.08181681443840262,-0.030559955866659095,0.5996874661759275,0.2576356768582264,-0.03190190263759157,0.5444977764095154,0.23065129357357816,-0.0035693098835540794,0.16842377236593398,0.10015852298249797,2021-01-15,1.2151259183883667,0.10238933153158374,0.2755877290558316,0.24774905578183395,0.08833766182162596,0.6623846278864789,0.5657149543701611,0.7458277357062277,0.24479800674951221,-0.022548164384925684,-0.0631561951457682,0.15764074495350489,0.17287655933688661,-0.0072160007982784435,-0.014864083066347789,0.0032374864887305677,0.015737892079272342,0.0,0.024487093139508254,-0.040297043501934304,-0.012226992470688813,0.4429665564699652,0.31361656748036,0.2859926952946211,0.30724684901147836,0.7210572797265078,0.6715554799113024,0.5550644933528492,0.5537217527469231,0.6355014118958422
0.3310400247573852,0.9736602107683816,0.7893172899881998,0.3489153285821278,0.2609822,0.3387805571158727,0.4652,0.0897800043823959,0.1304696682776712,0.135644906626145,0.2554258311325292,0.3285415926878337,0.456922323034207,0.2394935128023956,0.2632514572655224,0.4296867185731729,0.0608731895271463,0.1040446156678522,0.1295624216655889,2021-01-18,1.2068113088607788,0.11863152642873738,0.3469632489515233,0.31081056288036363,0.0981600756201958,0.6623846278864789,0.5657149543701611,0.7301161448721788,0.24049902761565986,0.0,0.01828611850234818,0.12405900499745925,0.24003149432198256,0.0,-0.00828775544972693,0.01810224920075676,0.019651820566181755,0.022015499815695172,0.06404217934024103,0.016387282351050025,-0.012226992470688813,0.4429665564699652,0.31361656748036,0.2859926952946211,0.30724684901147836,0.7210572797265078,0.6490751634958118,0.5367384858574427,0.5325911132013259,0.6138737406086647
