,cols_used,mse_val,mse_train,aggregated_shap
10,"('finbert_Score', 'vader_Score', 'minmax_daily_variation', 'minmax_low_norm', 'minmax_open_norm')",0.0019699595868587494,0.0019140091641617206,"[[0.0032347  0.0024408  0.00254168 0.00192038 0.00264152]
 [0.00400645 0.00333743 0.0024507  0.0016784  0.0031702 ]
 [0.00397613 0.00250867 0.00244501 0.0016159  0.00333193]
 [0.00294856 0.00233254 0.00216733 0.00180771 0.00378154]
 [0.00234929 0.00198146 0.00196322 0.00229262 0.00358796]
 [0.00374345 0.00228018 0.00214368 0.00232397 0.00280184]
 [0.00402926 0.00257302 0.0024864  0.00174384 0.00182335]
 [0.00414523 0.00325714 0.00265018 0.00136229 0.00061313]
 [0.00170879 0.00256901 0.00117498 0.00256235 0.00080066]
 [0.00275954 0.00117789 0.0013292  0.00301864 0.00145709]]"
11,"('finbert_Score', 'mean_future', 'mean_trustworthy', 'norm_slowk_14', 'log_return_1')",0.0027524202596396208,0.003630554591862041,"[[0.0110307  0.0007433  0.00793594 0.01761525 0.00127105]
 [0.01013496 0.00108485 0.00628412 0.00813321 0.00135762]
 [0.00931809 0.00112059 0.00471535 0.00337965 0.00246942]
 [0.00925584 0.00146069 0.00376547 0.00983336 0.00312102]
 [0.00994258 0.0017316  0.00413877 0.01411357 0.00279555]
 [0.00905347 0.00203194 0.0047283  0.0143743  0.00146327]
 [0.00798399 0.00179069 0.00496417 0.01031072 0.00090574]
 [0.00552834 0.00114309 0.00449536 0.00496999 0.00270172]
 [0.00281664 0.00065484 0.00297936 0.00441197 0.00343233]
 [0.00281376 0.00122176 0.00110303 0.00459973 0.00189663]]"
12,"('finbert_Score', 'mean_future', 'mean_clickbait', 'norm_rsi_gspc_14', 'EURUSD=X_Close')",0.002333849435672164,0.005258829859099798,"[[0.00313406 0.00101581 0.00257187 0.00665859 0.00028991]
 [0.00221145 0.00105395 0.00217575 0.00497607 0.00027113]
 [0.00267605 0.00105464 0.00168865 0.00345428 0.0002489 ]
 [0.00297383 0.00099117 0.00099188 0.00254145 0.00022896]
 [0.00283747 0.00088584 0.00062672 0.00200297 0.00020754]
 [0.00276577 0.00065577 0.00037939 0.00183859 0.0001864 ]
 [0.00207046 0.00040437 0.00031391 0.00159764 0.00016983]
 [0.0010469  0.00050026 0.00048086 0.00141143 0.00015822]
 [0.00133615 0.0006432  0.0006713  0.00113004 0.00014712]
 [0.00185813 0.00073259 0.00059155 0.00062141 0.00013072]]"
13,"('finbert_Score', 'mean_future', 'norm_rsi_14', 'minmax_TSLA_Volume', 'minmax_daily_variation')",0.0028005526401102543,0.0027539005219048298,"[[0.00369392 0.00063946 0.00264595 0.00434775 0.00311342]
 [0.00376773 0.00036874 0.00318777 0.0030332  0.00331291]
 [0.0034735  0.00102588 0.00383145 0.00290611 0.0040674 ]
 [0.00350444 0.00156093 0.00422931 0.00286669 0.00422193]
 [0.0035304  0.00171351 0.00398173 0.00278987 0.00361091]
 [0.00475432 0.00147151 0.00314046 0.00336034 0.00218989]
 [0.0059682  0.00083035 0.0017647  0.00409334 0.0012642 ]
 [0.00730985 0.00035557 0.00114432 0.0053797  0.00188996]
 [0.00732424 0.00108533 0.00238219 0.0060538  0.00255   ]
 [0.00511062 0.00117217 0.00267598 0.00428162 0.0019411 ]]"
14,"('finbert_Score', 'mean_future', 'norm_roc_14', 'log_return_5', 'minmax_high_close_pressure')",0.0025720754638314247,0.0014621216083672071,"[[0.00472296 0.00032301 0.00989695 0.00381615 0.0030071 ]
 [0.00410591 0.00034947 0.00765465 0.00328019 0.00274699]
 [0.00477348 0.00034402 0.00511414 0.00274283 0.00289831]
 [0.00471166 0.00034091 0.00313639 0.00256084 0.00286097]
 [0.00427096 0.00030445 0.00196186 0.00296323 0.003197  ]
 [0.00399365 0.00030021 0.00182898 0.0038588  0.00334211]
 [0.00343857 0.00028208 0.00220002 0.00433297 0.00220079]
 [0.00285284 0.00033505 0.00340197 0.00450095 0.00192704]
 [0.00230527 0.00037442 0.00443207 0.00455175 0.00256134]
 [0.00241049 0.00027839 0.00388876 0.00396044 0.00202944]]"
15,"('finbert_Score', 'mean_future', 'minmax_close_norm', 'minmax_high_norm', 'minmax_open_norm')",0.0017396298935636878,0.0040896114757740095,"[[0.00485673 0.00133745 0.00076382 0.00356277 0.0029057 ]
 [0.00357382 0.00134745 0.00078637 0.0049527  0.00506469]
 [0.00318735 0.00131479 0.00072763 0.00715777 0.00851902]
 [0.00372886 0.00109728 0.00075099 0.00885434 0.01024382]
 [0.00377525 0.00073529 0.00108407 0.00879403 0.00955577]
 [0.00330602 0.00058084 0.00117824 0.00631022 0.00639624]
 [0.00211548 0.00082879 0.00101718 0.00394446 0.00312128]
 [0.00181427 0.00104518 0.00127988 0.00574678 0.00522182]
 [0.0018654  0.00082855 0.00228435 0.0095611  0.00850504]
 [0.00238202 0.00046716 0.00240944 0.00893878 0.00779312]]"
16,"('finbert_Score', 'mean_influential', 'mean_trustworthy', 'norm_roc_14', 'EURUSD=X_Close')",0.0025745206512510777,0.0034922522034253867,"[[8.30195305e-03 1.70275936e-03 9.57976543e-04 8.69472848e-03
  8.86588882e-05]
 [6.78613441e-03 1.58894279e-03 1.30398590e-03 7.63164462e-03
  7.95043536e-05]
 [4.90940171e-03 1.38230803e-03 1.71959681e-03 6.17721206e-03
  7.33796871e-05]
 [4.64508354e-03 1.42695633e-03 2.03053045e-03 4.51304192e-03
  7.79775587e-05]
 [3.37201680e-03 1.50922076e-03 2.26995532e-03 3.02380173e-03
  8.75690087e-05]
 [2.90438643e-03 1.60689444e-03 2.12923246e-03 1.84440220e-03
  1.01885929e-04]
 [2.48632420e-03 1.20016811e-03 1.59843771e-03 1.47327688e-03
  9.63112235e-05]
 [2.43092552e-03 9.07263782e-04 1.01211823e-03 2.18697959e-03
  6.14244760e-05]
 [2.71210036e-03 8.34421296e-04 5.48142536e-04 3.61087222e-03
  2.76162385e-05]
 [2.55752677e-03 9.65163968e-04 5.02559254e-04 4.83806143e-03
  6.76682653e-05]]"
17,"('finbert_Score', 'mean_influential', 'mean_clickbait', 'minmax_TSLA_Volume', 'minmax_high_close_pressure')",0.002388509688898921,0.002402932921585976,"[[0.01141613 0.00650457 0.00774821 0.0048048  0.00403722]
 [0.00939704 0.00562108 0.00817786 0.00448515 0.00291139]
 [0.00597693 0.00547651 0.00861121 0.00509618 0.00247057]
 [0.00415093 0.00585145 0.00839367 0.00580797 0.00337857]
 [0.00393103 0.00656601 0.0072543  0.00476148 0.00386095]
 [0.00510609 0.00627077 0.00605106 0.0040303  0.00397358]
 [0.00558711 0.00446877 0.00373728 0.00373542 0.00323454]
 [0.00562197 0.00201676 0.00141022 0.00564169 0.00243651]
 [0.00455235 0.00144814 0.00166654 0.00859951 0.00306204]
 [0.0039885  0.00257038 0.00321065 0.00779951 0.00266318]]"
18,"('finbert_Score', 'mean_influential', 'norm_rsi_14', 'norm_rsi_gspc_14', 'log_return_5')",0.002112477319315076,0.0023967688126509705,"[[0.00799393 0.00471932 0.00409381 0.00233259 0.00547086]
 [0.00604912 0.00394708 0.00376913 0.00172885 0.00505377]
 [0.00613224 0.0026844  0.00353609 0.00118355 0.00399692]
 [0.0064876  0.00237759 0.00332242 0.0013105  0.00333194]
 [0.0066353  0.00279731 0.00318981 0.00155406 0.00332926]
 [0.00611606 0.00334292 0.00262251 0.00163878 0.00367288]
 [0.00488303 0.00333695 0.00175997 0.00197405 0.00344248]
 [0.00425708 0.00380039 0.00151984 0.0030666  0.00291779]
 [0.00397675 0.00361309 0.00162246 0.00388965 0.00216209]
 [0.00378833 0.00350601 0.00171623 0.00349441 0.002011  ]]"
19,"('finbert_Score', 'mean_influential', 'norm_slowk_14', 'minmax_daily_variation', 'minmax_low_open_pressure')",0.002475084038451314,0.0026010714306268297,"[[0.00557039 0.00225699 0.00439256 0.00353588 0.00178927]
 [0.00533683 0.00226416 0.0036801  0.0025443  0.00234858]
 [0.00416261 0.00315529 0.00362928 0.00235191 0.00330104]
 [0.00407906 0.00386453 0.0033383  0.00211997 0.0038355 ]
 [0.00303362 0.00418409 0.00238679 0.00226706 0.00340052]
 [0.0035673  0.00419983 0.00197327 0.00226154 0.00214979]
 [0.00321208 0.00293635 0.002059   0.00230486 0.00078531]
 [0.00402045 0.00144142 0.00342197 0.00250597 0.00119422]
 [0.0050539  0.00129395 0.00430336 0.00271227 0.00205782]
 [0.0036984  0.00124353 0.00360102 0.00270972 0.00167015]]"
